,lat,lng,values
0,18.987807,72.83644699999999,104.79866082824908
1,28.651952,77.231495,98.75735069561871
2,22.562627,88.36304399999999,129.79118922458707
3,13.084622,80.248357,49.23366772123332
4,12.977063000000001,77.587106,45.06717756687449
5,17.384052,78.456355,79.75117858757434
6,23.025793,72.587265,49.95067660423729
7,22.576882,88.318566,130.1381705156127
8,18.513271,73.849852,76.88599882069259
9,21.195944,72.830232,27.27692754770483
10,26.430065999999997,80.267176,227.32934098780552
11,26.884682,75.78933599999999,83.10662489016052
12,26.839281,80.92313299999999,98.39779018418771
13,21.203096,79.08928399999999,67.50732915209932
14,25.615379,85.101027,157.1933635428204
15,22.717736,75.85859,68.15391037277217
16,22.299405,73.208119,125.62563203731888
17,23.254688,77.40289200000001,91.84232287783918
18,11.005547,76.966122,38.15968864858777
19,30.912042,75.853789,20.911137608379786
20,27.187934999999996,78.00394399999999,43.69793908918482
21,19.243703,73.135537,51.83548829294929
22,17.704051999999997,83.297663,49.847477085449135
23,9.947743,76.25380200000001,7.582670741662831
24,19.999963,73.776887,38.567939161650116
25,28.980017999999998,77.706356,369.99534173876907
26,28.411236,77.313162,37.506006883205835
27,25.31774,83.005811,54.03266339936814
28,28.665353000000003,77.439148,83.74186489434139
29,23.683332999999998,86.983333,87.36535627151986
30,22.802776,86.185448,537.3570122453515
31,9.917347,78.11962199999999,11.544518565170502
32,23.174495,79.935903,149.29480882012
33,22.291605999999998,70.793217,1550.4150672092246
34,23.801988,86.44324399999999,69.36652120674731
35,31.622336999999998,74.87533499999999,53.4868552999157
36,17.978423,79.60020899999999,91.58883756151134
37,25.444779999999998,81.84321700000001,7.936544119078628
38,34.085652,74.805553,109.69154031836435
39,19.880943,75.346739,29.82560204454581
40,21.209188,81.428497,10.9730983822232
41,17.671523,75.910437,54.85255392007043
42,23.347768,85.338564,151.0680321509503
43,26.26841,73.005943,66.80405172960155
44,26.176076000000002,91.76293199999999,51.856933602922915
45,30.736292,76.788398,32.15395864186936
46,26.229825,78.173369,53.82682968048582
47,8.485498,76.949238,10.00678030110625
48,10.815499,78.696513,14.633820627706381
49,15.349955,75.13861899999999,83.0082437976505
50,12.292664,76.638543,33.037013139129435
51,21.233333,81.633333,7.514688387580004
52,11.651164999999999,78.158672,6.999289660935793
53,20.272410999999998,85.833853,148.65898506034432
54,25.182544,75.839065,50.355200286414295
55,25.458872,78.579943,42.146247158128666
56,28.347022999999997,79.421934,166.23644492486912
57,27.881453000000004,78.07464,18.269457957036934
58,19.300229,73.058813,65.07835707918292
59,32.735686,74.869112,102.98795067627916
60,28.838931,78.776838,76.99304563951534
61,12.865371000000001,74.84243199999999,2.0763878017034965
62,16.695632999999997,74.231669,166.3396182789248
63,20.933272,77.75152,5.4291442417794595
64,30.324427000000004,78.033922,33.1215970341293
65,20.569974,74.515415,86.57394411172997
66,14.449917999999998,79.986967,70.72559299320615
67,26.735389,83.38064,41.96675273671975
68,13.932424,75.57255500000001,3.258307322876231
69,11.104096,77.346402,19.732741709894565
70,22.224964,84.864143,1297.3721698014529
71,19.160227,77.314971,62.88912762493079
72,15.862642999999998,74.508534,20.33766305596542
73,16.856776999999997,74.56919599999999,200.63405031775542
74,19.950758,79.295229,54.94028540593028
75,26.452103,74.638667,41.35268375803324
76,20.522922,85.78813000000001,235.11465860206
77,28.017622999999997,73.314955,78.91144484261478
78,21.774455,72.152496,273.7242138549823
79,29.153938,75.722944,77.6530622191907
80,22.080046,82.15543100000001,55.676510394973796
81,8.725181,77.684519,160.0774432539952
82,16.299737,80.457293,40.849620966993086
83,26.710034999999998,88.428512,63.03236213644055
84,23.182387,75.776433,61.49768336417933
85,14.469237,75.92375,5.997456700000834
86,20.709569000000002,76.998103,69.07109980084046
87,29.967896000000003,77.545221,973.8163327284701
88,17.335827,76.83757,90.78305923432586
89,22.866431,88.401129,245.13126565682202
90,20.901298999999998,74.777373,9.995686045932768
91,24.57951,73.690508,30.396244707789002
92,15.142048999999998,76.92398,10.065085548001774
93,8.805038,78.151884,11.2207423733109
94,15.828864999999999,78.03602099999999,12.314008401887287
95,24.796858,85.003852,196.69356596402946
96,27.614778,75.138671,45.99856726660057
97,13.341358,77.102203,29.730423973727568
98,8.881131,76.584694,10.158431983523382
99,19.094571,74.73843199999999,32.21810408097513
100,25.347071,74.640812,87.06855093878002
101,18.673151,78.10008,46.966863349837766
102,19.268553,76.77080699999999,45.15963132700062
103,25.573987,91.896807,4.27191551750676
104,18.399487,76.584252,47.848367825513314
