,o3,local_time
0,3.3,2019-08-02 00:00:00
1,6.5,2019-08-02 01:00:00
2,5.2,2019-08-02 02:00:00
3,7.2,2019-08-02 03:00:00
4,3.9,2019-08-02 04:00:00
5,5.4,2019-08-02 05:00:00
6,4.1,2019-08-02 06:00:00
7,4.2,2019-08-02 07:00:00
8,5.1,2019-08-02 08:00:00
9,11.3,2019-08-02 09:00:00
10,19.4,2019-08-02 10:00:00
11,24.5,2019-08-02 11:00:00
12,44.8,2019-08-02 12:00:00
13,29.4,2019-08-02 13:00:00
14,22.6,2019-08-02 14:00:00
15,13.9,2019-08-02 15:00:00
16,14.2,2019-08-02 16:00:00
17,9.4,2019-08-02 17:00:00
18,14.4,2019-08-02 18:00:00
19,6.5,2019-08-02 19:00:00
20,10.3,2019-08-02 20:00:00
21,60.9,2019-08-02 21:00:00
22,11.2,2019-08-02 22:00:00
23,14.1,2019-08-02 23:00:00
24,3.8,2019-08-03 00:00:00
25,12.2,2019-08-03 01:00:00
26,21.8,2019-08-03 02:00:00
27,41.6,2019-08-03 03:00:00
28,8.1,2019-08-03 04:00:00
29,15.1,2019-08-03 05:00:00
30,6.7,2019-08-03 06:00:00
31,5.8,2019-08-03 07:00:00
32,5.7,2019-08-03 08:00:00
33,10.0,2019-08-03 09:00:00
34,8.2,2019-08-03 10:00:00
35,5.5,2019-08-03 11:00:00
36,8.6,2019-08-03 12:00:00
37,14.6,2019-08-03 13:00:00
38,11.2,2019-08-03 14:00:00
39,9.9,2019-08-03 15:00:00
40,23.7,2019-08-03 16:00:00
41,32.5,2019-08-03 17:00:00
42,14.5,2019-08-03 18:00:00
43,8.2,2019-08-03 19:00:00
44,4.2,2019-08-03 20:00:00
45,3.2,2019-08-03 21:00:00
46,11.1,2019-08-03 22:00:00
47,3.9,2019-08-03 23:00:00
48,3.5,2019-08-04 00:00:00
49,10.8,2019-08-04 01:00:00
50,10.5,2019-08-04 02:00:00
51,5.7,2019-08-04 03:00:00
52,9.6,2019-08-04 04:00:00
53,11.1,2019-08-04 05:00:00
54,7.6,2019-08-04 06:00:00
55,6.7,2019-08-04 07:00:00
56,6.1,2019-08-04 08:00:00
57,6.0,2019-08-04 09:00:00
58,7.2,2019-08-04 10:00:00
59,11.0,2019-08-04 11:00:00
60,18.3,2019-08-04 12:00:00
61,27.8,2019-08-04 13:00:00
62,23.8,2019-08-04 14:00:00
63,28.7,2019-08-04 15:00:00
64,17.9,2019-08-04 16:00:00
65,24.3,2019-08-04 17:00:00
66,17.8,2019-08-04 18:00:00
67,5.4,2019-08-04 19:00:00
68,6.7,2019-08-04 20:00:00
69,4.5,2019-08-04 21:00:00
70,3.9,2019-08-04 22:00:00
71,8.7,2019-08-04 23:00:00
72,28.1,2019-08-05 00:00:00
73,6.4,2019-08-05 01:00:00
74,4.9,2019-08-05 02:00:00
75,2.8,2019-08-05 03:00:00
76,3.1,2019-08-05 04:00:00
77,15.2,2019-08-05 05:00:00
78,5.8,2019-08-05 06:00:00
79,3.1,2019-08-05 07:00:00
80,3.9,2019-08-05 08:00:00
81,7.9,2019-08-05 09:00:00
82,40.8,2019-08-05 10:00:00
83,46.3,2019-08-05 11:00:00
84,49.7,2019-08-05 12:00:00
85,65.7,2019-08-05 13:00:00
86,39.1,2019-08-05 14:00:00
87,21.6,2019-08-05 15:00:00
88,6.7,2019-08-05 16:00:00
89,7.5,2019-08-05 17:00:00
90,7.5,2019-08-05 18:00:00
91,6.0,2019-08-05 19:00:00
92,2.5,2019-08-05 20:00:00
93,2.1,2019-08-05 21:00:00
94,2.1,2019-08-05 22:00:00
95,3.3,2019-08-05 23:00:00
96,3.2,2019-08-06 00:00:00
1870,,2019-08-06 01:00:00
97,6.1,2019-08-06 02:00:00
98,3.0,2019-08-06 03:00:00
99,2.2,2019-08-06 04:00:00
100,2.1,2019-08-06 05:00:00
101,1.8,2019-08-06 06:00:00
102,6.7,2019-08-06 07:00:00
103,4.1,2019-08-06 08:00:00
104,2.5,2019-08-06 09:00:00
105,9.3,2019-08-06 10:00:00
106,9.9,2019-08-06 11:00:00
107,5.0,2019-08-06 12:00:00
108,5.4,2019-08-06 13:00:00
109,1.8,2019-08-06 14:00:00
110,6.4,2019-08-06 15:00:00
111,6.8,2019-08-06 16:00:00
112,28.7,2019-08-06 17:00:00
113,49.4,2019-08-06 18:00:00
114,12.8,2019-08-06 19:00:00
115,3.9,2019-08-06 20:00:00
116,2.7,2019-08-06 21:00:00
117,2.3,2019-08-06 22:00:00
118,450.9,2019-08-06 23:00:00
119,7.4,2019-08-07 00:00:00
120,19.8,2019-08-07 01:00:00
121,10.1,2019-08-07 02:00:00
122,4.0,2019-08-07 03:00:00
123,4.4,2019-08-07 04:00:00
124,2.7,2019-08-07 05:00:00
125,3.1,2019-08-07 06:00:00
126,2.9,2019-08-07 07:00:00
127,4.0,2019-08-07 08:00:00
128,5.5,2019-08-07 09:00:00
129,9.2,2019-08-07 10:00:00
130,27.3,2019-08-07 11:00:00
131,21.9,2019-08-07 12:00:00
132,19.7,2019-08-07 13:00:00
133,19.0,2019-08-07 14:00:00
134,20.8,2019-08-07 15:00:00
135,19.5,2019-08-07 16:00:00
136,16.2,2019-08-07 17:00:00
137,19.6,2019-08-07 18:00:00
138,9.9,2019-08-07 19:00:00
139,6.4,2019-08-07 20:00:00
140,3.6,2019-08-07 21:00:00
141,2.8,2019-08-07 22:00:00
142,3.9,2019-08-07 23:00:00
143,2.5,2019-08-08 00:00:00
144,4.9,2019-08-08 01:00:00
145,3.8,2019-08-08 02:00:00
146,2.9,2019-08-08 03:00:00
147,16.4,2019-08-08 04:00:00
148,3.8,2019-08-08 05:00:00
149,3.2,2019-08-08 06:00:00
150,3.6,2019-08-08 07:00:00
151,6.0,2019-08-08 08:00:00
152,85.5,2019-08-08 09:00:00
153,17.6,2019-08-08 10:00:00
154,46.4,2019-08-08 11:00:00
155,67.3,2019-08-08 12:00:00
156,63.4,2019-08-08 13:00:00
157,51.4,2019-08-08 14:00:00
158,55.4,2019-08-08 15:00:00
159,36.1,2019-08-08 16:00:00
160,30.1,2019-08-08 17:00:00
161,15.4,2019-08-08 18:00:00
162,9.8,2019-08-08 19:00:00
163,4.2,2019-08-08 20:00:00
164,2.6,2019-08-08 21:00:00
165,2.8,2019-08-08 22:00:00
166,3.1,2019-08-08 23:00:00
167,3.3,2019-08-09 00:00:00
168,4.9,2019-08-09 01:00:00
169,4.9,2019-08-09 02:00:00
170,11.2,2019-08-09 03:00:00
171,9.0,2019-08-09 04:00:00
172,58.4,2019-08-09 05:00:00
173,25.0,2019-08-09 06:00:00
174,6.8,2019-08-09 07:00:00
175,8.3,2019-08-09 08:00:00
176,13.5,2019-08-09 09:00:00
177,15.3,2019-08-09 10:00:00
178,16.7,2019-08-09 11:00:00
179,16.3,2019-08-09 12:00:00
180,17.2,2019-08-09 13:00:00
181,22.7,2019-08-09 14:00:00
182,19.9,2019-08-09 15:00:00
183,19.8,2019-08-09 16:00:00
184,19.2,2019-08-09 17:00:00
185,18.5,2019-08-09 18:00:00
186,14.2,2019-08-09 19:00:00
187,9.7,2019-08-09 20:00:00
188,10.1,2019-08-09 21:00:00
189,22.7,2019-08-09 22:00:00
190,10.7,2019-08-09 23:00:00
191,9.4,2019-08-10 00:00:00
192,7.9,2019-08-10 01:00:00
193,8.5,2019-08-10 02:00:00
194,7.8,2019-08-10 03:00:00
195,8.0,2019-08-10 04:00:00
196,6.7,2019-08-10 05:00:00
197,7.7,2019-08-10 06:00:00
198,15.0,2019-08-10 07:00:00
199,8.3,2019-08-10 08:00:00
200,14.9,2019-08-10 09:00:00
201,9.7,2019-08-10 10:00:00
202,38.6,2019-08-10 11:00:00
203,14.5,2019-08-10 12:00:00
204,11.3,2019-08-10 13:00:00
205,14.8,2019-08-10 14:00:00
206,15.5,2019-08-10 15:00:00
207,16.7,2019-08-10 16:00:00
208,15.6,2019-08-10 17:00:00
209,12.4,2019-08-10 18:00:00
210,9.7,2019-08-10 19:00:00
211,3.5,2019-08-10 20:00:00
212,3.0,2019-08-10 21:00:00
213,3.0,2019-08-10 22:00:00
214,3.3,2019-08-10 23:00:00
215,2.9,2019-08-11 00:00:00
1871,,2019-08-11 01:00:00
216,44.8,2019-08-11 02:00:00
217,24.3,2019-08-11 03:00:00
218,31.5,2019-08-11 04:00:00
219,16.3,2019-08-11 05:00:00
220,21.3,2019-08-11 06:00:00
1872,,2019-08-11 07:00:00
221,6.0,2019-08-11 08:00:00
222,8.6,2019-08-11 09:00:00
223,15.1,2019-08-11 10:00:00
224,19.7,2019-08-11 11:00:00
225,33.8,2019-08-11 12:00:00
226,28.8,2019-08-11 13:00:00
227,38.0,2019-08-11 14:00:00
228,41.7,2019-08-11 15:00:00
229,36.7,2019-08-11 16:00:00
230,25.4,2019-08-11 17:00:00
231,23.6,2019-08-11 18:00:00
232,12.9,2019-08-11 19:00:00
233,4.0,2019-08-11 20:00:00
234,3.0,2019-08-11 21:00:00
235,3.2,2019-08-11 22:00:00
236,4.1,2019-08-11 23:00:00
237,4.8,2019-08-12 00:00:00
1873,,2019-08-12 01:00:00
238,2.9,2019-08-12 02:00:00
239,6.2,2019-08-12 03:00:00
240,5.7,2019-08-12 04:00:00
241,6.0,2019-08-12 05:00:00
242,11.3,2019-08-12 06:00:00
243,10.4,2019-08-12 07:00:00
244,6.6,2019-08-12 08:00:00
245,6.7,2019-08-12 09:00:00
246,10.3,2019-08-12 10:00:00
1874,,2019-08-12 11:00:00
247,18.2,2019-08-12 12:00:00
248,27.1,2019-08-12 13:00:00
249,30.8,2019-08-12 14:00:00
250,12.7,2019-08-12 15:00:00
1875,,2019-08-12 16:00:00
1876,,2019-08-12 17:00:00
1877,,2019-08-12 18:00:00
251,2.1,2019-08-12 19:00:00
252,2.1,2019-08-12 20:00:00
253,3.0,2019-08-12 21:00:00
254,5.6,2019-08-12 22:00:00
255,2.3,2019-08-12 23:00:00
256,3.4,2019-08-13 00:00:00
257,7.2,2019-08-13 01:00:00
258,7.3,2019-08-13 02:00:00
259,3.9,2019-08-13 03:00:00
260,3.6,2019-08-13 04:00:00
261,3.6,2019-08-13 05:00:00
262,4.7,2019-08-13 06:00:00
263,3.1,2019-08-13 07:00:00
264,4.7,2019-08-13 08:00:00
265,6.7,2019-08-13 09:00:00
266,9.1,2019-08-13 10:00:00
267,13.5,2019-08-13 11:00:00
268,17.3,2019-08-13 12:00:00
269,19.5,2019-08-13 13:00:00
270,17.7,2019-08-13 14:00:00
271,15.4,2019-08-13 15:00:00
272,10.2,2019-08-13 16:00:00
273,2.6,2019-08-13 17:00:00
274,5.7,2019-08-13 18:00:00
275,2.9,2019-08-13 19:00:00
276,1.9,2019-08-13 20:00:00
277,1.0,2019-08-13 21:00:00
278,1.9,2019-08-13 22:00:00
279,4.7,2019-08-13 23:00:00
280,4.0,2019-08-14 00:00:00
281,17.8,2019-08-14 01:00:00
282,8.5,2019-08-14 02:00:00
283,4.5,2019-08-14 03:00:00
284,4.9,2019-08-14 04:00:00
285,3.3,2019-08-14 05:00:00
286,6.9,2019-08-14 06:00:00
287,9.2,2019-08-14 07:00:00
288,3.2,2019-08-14 08:00:00
289,3.6,2019-08-14 09:00:00
290,6.3,2019-08-14 10:00:00
291,14.8,2019-08-14 11:00:00
292,29.5,2019-08-14 12:00:00
293,13.8,2019-08-14 13:00:00
294,19.8,2019-08-14 14:00:00
295,26.8,2019-08-14 15:00:00
296,37.6,2019-08-14 16:00:00
297,41.6,2019-08-14 17:00:00
298,36.8,2019-08-14 18:00:00
299,15.4,2019-08-14 19:00:00
300,9.8,2019-08-14 20:00:00
301,6.3,2019-08-14 21:00:00
302,4.1,2019-08-14 22:00:00
303,3.4,2019-08-14 23:00:00
304,2.8,2019-08-15 00:00:00
305,5.9,2019-08-15 01:00:00
306,4.4,2019-08-15 02:00:00
307,2.5,2019-08-15 03:00:00
308,4.8,2019-08-15 04:00:00
309,4.2,2019-08-15 05:00:00
310,7.8,2019-08-15 06:00:00
311,7.5,2019-08-15 07:00:00
312,5.0,2019-08-15 08:00:00
313,5.8,2019-08-15 09:00:00
314,6.2,2019-08-15 10:00:00
315,7.0,2019-08-15 11:00:00
316,32.9,2019-08-15 12:00:00
317,19.7,2019-08-15 13:00:00
318,16.9,2019-08-15 14:00:00
319,17.9,2019-08-15 15:00:00
320,19.4,2019-08-15 16:00:00
321,19.1,2019-08-15 17:00:00
322,18.9,2019-08-15 18:00:00
323,12.0,2019-08-15 19:00:00
324,9.8,2019-08-15 20:00:00
325,10.7,2019-08-15 21:00:00
326,10.7,2019-08-15 22:00:00
327,9.6,2019-08-15 23:00:00
328,15.1,2019-08-16 00:00:00
329,12.8,2019-08-16 01:00:00
330,13.7,2019-08-16 02:00:00
331,10.8,2019-08-16 03:00:00
332,12.5,2019-08-16 04:00:00
333,9.3,2019-08-16 05:00:00
334,8.3,2019-08-16 06:00:00
335,3.1,2019-08-16 07:00:00
336,6.0,2019-08-16 08:00:00
337,8.8,2019-08-16 09:00:00
338,12.4,2019-08-16 10:00:00
339,14.4,2019-08-16 11:00:00
340,17.2,2019-08-16 12:00:00
341,17.6,2019-08-16 13:00:00
342,20.6,2019-08-16 14:00:00
343,18.8,2019-08-16 15:00:00
344,16.2,2019-08-16 16:00:00
345,4.9,2019-08-16 17:00:00
346,8.0,2019-08-16 18:00:00
347,5.7,2019-08-16 19:00:00
348,5.5,2019-08-16 20:00:00
349,4.3,2019-08-16 21:00:00
350,5.1,2019-08-16 22:00:00
351,4.4,2019-08-16 23:00:00
352,23.2,2019-08-17 00:00:00
353,8.0,2019-08-17 01:00:00
354,6.5,2019-08-17 02:00:00
355,6.3,2019-08-17 03:00:00
356,6.5,2019-08-17 04:00:00
357,7.6,2019-08-17 05:00:00
358,5.3,2019-08-17 06:00:00
359,4.0,2019-08-17 07:00:00
360,3.5,2019-08-17 08:00:00
361,3.5,2019-08-17 09:00:00
362,4.0,2019-08-17 10:00:00
363,4.6,2019-08-17 11:00:00
364,4.6,2019-08-17 12:00:00
365,5.8,2019-08-17 13:00:00
366,6.2,2019-08-17 14:00:00
367,5.2,2019-08-17 15:00:00
368,5.0,2019-08-17 16:00:00
369,4.7,2019-08-17 17:00:00
370,4.7,2019-08-17 18:00:00
371,3.4,2019-08-17 19:00:00
372,2.4,2019-08-17 20:00:00
373,2.7,2019-08-17 21:00:00
374,3.2,2019-08-17 22:00:00
375,2.9,2019-08-17 23:00:00
376,2.6,2019-08-18 00:00:00
377,6.6,2019-08-18 01:00:00
378,6.0,2019-08-18 02:00:00
379,4.2,2019-08-18 03:00:00
380,4.1,2019-08-18 04:00:00
381,6.4,2019-08-18 05:00:00
382,7.1,2019-08-18 06:00:00
383,6.9,2019-08-18 07:00:00
384,4.8,2019-08-18 08:00:00
385,7.2,2019-08-18 09:00:00
386,9.9,2019-08-18 10:00:00
387,10.4,2019-08-18 11:00:00
388,11.4,2019-08-18 12:00:00
389,12.8,2019-08-18 13:00:00
390,15.5,2019-08-18 14:00:00
391,15.9,2019-08-18 15:00:00
392,18.1,2019-08-18 16:00:00
393,18.4,2019-08-18 17:00:00
394,16.2,2019-08-18 18:00:00
395,7.8,2019-08-18 19:00:00
396,3.2,2019-08-18 20:00:00
397,3.9,2019-08-18 21:00:00
398,3.0,2019-08-18 22:00:00
399,3.4,2019-08-18 23:00:00
400,3.7,2019-08-19 00:00:00
401,44.8,2019-08-19 01:00:00
402,42.3,2019-08-19 02:00:00
403,29.9,2019-08-19 03:00:00
404,15.4,2019-08-19 04:00:00
405,14.8,2019-08-19 05:00:00
406,36.7,2019-08-19 06:00:00
407,8.9,2019-08-19 07:00:00
408,5.8,2019-08-19 08:00:00
409,6.8,2019-08-19 09:00:00
410,8.2,2019-08-19 10:00:00
411,11.4,2019-08-19 11:00:00
412,16.6,2019-08-19 12:00:00
413,20.4,2019-08-19 13:00:00
414,19.8,2019-08-19 14:00:00
415,23.4,2019-08-19 15:00:00
416,25.2,2019-08-19 16:00:00
417,20.7,2019-08-19 17:00:00
418,19.1,2019-08-19 18:00:00
419,23.7,2019-08-19 19:00:00
420,10.4,2019-08-19 20:00:00
421,14.9,2019-08-19 21:00:00
422,4.8,2019-08-19 22:00:00
423,4.7,2019-08-19 23:00:00
424,21.0,2019-08-20 00:00:00
425,7.2,2019-08-20 01:00:00
426,5.7,2019-08-20 02:00:00
427,3.5,2019-08-20 03:00:00
428,3.8,2019-08-20 04:00:00
429,3.6,2019-08-20 05:00:00
430,8.9,2019-08-20 06:00:00
431,3.2,2019-08-20 07:00:00
432,3.3,2019-08-20 08:00:00
433,6.7,2019-08-20 09:00:00
434,7.6,2019-08-20 10:00:00
435,12.1,2019-08-20 11:00:00
436,13.3,2019-08-20 12:00:00
437,16.5,2019-08-20 13:00:00
438,16.7,2019-08-20 14:00:00
439,20.6,2019-08-20 15:00:00
440,29.1,2019-08-20 16:00:00
441,32.9,2019-08-20 17:00:00
442,29.2,2019-08-20 18:00:00
443,24.0,2019-08-20 19:00:00
444,17.9,2019-08-20 20:00:00
445,10.2,2019-08-20 21:00:00
446,4.7,2019-08-20 22:00:00
447,4.4,2019-08-20 23:00:00
448,5.5,2019-08-21 00:00:00
449,7.5,2019-08-21 01:00:00
450,6.5,2019-08-21 02:00:00
451,4.5,2019-08-21 03:00:00
452,3.9,2019-08-21 04:00:00
453,5.0,2019-08-21 05:00:00
454,5.3,2019-08-21 06:00:00
455,4.0,2019-08-21 07:00:00
456,5.1,2019-08-21 08:00:00
457,8.4,2019-08-21 09:00:00
458,12.7,2019-08-21 10:00:00
459,20.8,2019-08-21 11:00:00
460,24.0,2019-08-21 12:00:00
461,29.0,2019-08-21 13:00:00
462,30.9,2019-08-21 14:00:00
463,31.1,2019-08-21 15:00:00
464,32.8,2019-08-21 16:00:00
465,34.8,2019-08-21 17:00:00
466,32.1,2019-08-21 18:00:00
467,25.2,2019-08-21 19:00:00
468,14.0,2019-08-21 20:00:00
469,4.6,2019-08-21 21:00:00
470,6.3,2019-08-21 22:00:00
471,4.5,2019-08-21 23:00:00
472,5.6,2019-08-22 00:00:00
473,4.1,2019-08-22 01:00:00
474,3.1,2019-08-22 02:00:00
475,3.7,2019-08-22 03:00:00
476,3.8,2019-08-22 04:00:00
477,3.2,2019-08-22 05:00:00
478,3.3,2019-08-22 06:00:00
479,3.0,2019-08-22 07:00:00
480,3.6,2019-08-22 08:00:00
481,6.8,2019-08-22 09:00:00
482,12.4,2019-08-22 10:00:00
483,20.0,2019-08-22 11:00:00
484,22.4,2019-08-22 12:00:00
485,25.7,2019-08-22 13:00:00
486,26.5,2019-08-22 14:00:00
487,17.1,2019-08-22 15:00:00
488,8.8,2019-08-22 16:00:00
489,6.7,2019-08-22 17:00:00
490,8.1,2019-08-22 18:00:00
491,4.1,2019-08-22 19:00:00
492,4.8,2019-08-22 20:00:00
493,5.2,2019-08-22 21:00:00
494,3.2,2019-08-22 22:00:00
495,3.2,2019-08-22 23:00:00
496,3.4,2019-08-23 00:00:00
497,5.6,2019-08-23 01:00:00
498,3.3,2019-08-23 02:00:00
499,3.6,2019-08-23 03:00:00
500,3.1,2019-08-23 04:00:00
501,3.4,2019-08-23 05:00:00
502,4.0,2019-08-23 06:00:00
503,4.1,2019-08-23 07:00:00
504,4.5,2019-08-23 08:00:00
505,8.8,2019-08-23 09:00:00
506,14.6,2019-08-23 10:00:00
507,17.9,2019-08-23 11:00:00
508,23.3,2019-08-23 12:00:00
509,26.7,2019-08-23 13:00:00
510,23.9,2019-08-23 14:00:00
511,28.3,2019-08-23 15:00:00
512,27.2,2019-08-23 16:00:00
513,30.1,2019-08-23 17:00:00
514,24.1,2019-08-23 18:00:00
515,15.3,2019-08-23 19:00:00
516,5.8,2019-08-23 20:00:00
517,5.4,2019-08-23 21:00:00
518,4.3,2019-08-23 22:00:00
519,3.2,2019-08-23 23:00:00
520,4.2,2019-08-24 00:00:00
521,6.0,2019-08-24 01:00:00
522,6.0,2019-08-24 02:00:00
523,4.5,2019-08-24 03:00:00
524,3.8,2019-08-24 04:00:00
525,3.6,2019-08-24 05:00:00
526,4.1,2019-08-24 06:00:00
527,4.1,2019-08-24 07:00:00
528,6.2,2019-08-24 08:00:00
529,10.9,2019-08-24 09:00:00
530,22.9,2019-08-24 10:00:00
531,20.2,2019-08-24 11:00:00
532,26.9,2019-08-24 12:00:00
533,35.0,2019-08-24 13:00:00
534,28.8,2019-08-24 14:00:00
535,27.8,2019-08-24 15:00:00
536,18.9,2019-08-24 16:00:00
537,17.6,2019-08-24 17:00:00
538,9.0,2019-08-24 18:00:00
539,9.5,2019-08-24 19:00:00
540,5.4,2019-08-24 20:00:00
541,3.0,2019-08-24 21:00:00
542,3.2,2019-08-24 22:00:00
543,2.7,2019-08-24 23:00:00
544,3.8,2019-08-25 00:00:00
545,3.5,2019-08-25 01:00:00
546,3.1,2019-08-25 02:00:00
547,2.7,2019-08-25 03:00:00
548,2.8,2019-08-25 04:00:00
549,2.9,2019-08-25 05:00:00
550,4.0,2019-08-25 06:00:00
551,2.9,2019-08-25 07:00:00
552,4.6,2019-08-25 08:00:00
553,7.5,2019-08-25 09:00:00
554,8.5,2019-08-25 10:00:00
555,11.5,2019-08-25 11:00:00
556,21.2,2019-08-25 12:00:00
557,36.4,2019-08-25 13:00:00
558,46.9,2019-08-25 14:00:00
559,63.2,2019-08-25 15:00:00
560,17.0,2019-08-25 16:00:00
561,15.5,2019-08-25 17:00:00
562,12.8,2019-08-25 18:00:00
563,8.6,2019-08-25 19:00:00
564,4.2,2019-08-25 20:00:00
565,3.7,2019-08-25 21:00:00
566,3.8,2019-08-25 22:00:00
567,3.0,2019-08-25 23:00:00
568,2.7,2019-08-26 00:00:00
569,5.1,2019-08-26 01:00:00
570,3.8,2019-08-26 02:00:00
571,2.7,2019-08-26 03:00:00
572,3.3,2019-08-26 04:00:00
573,3.7,2019-08-26 05:00:00
574,3.1,2019-08-26 06:00:00
575,4.0,2019-08-26 07:00:00
1878,,2019-08-26 08:00:00
1879,,2019-08-26 09:00:00
1880,,2019-08-26 10:00:00
1881,,2019-08-26 11:00:00
1882,,2019-08-26 12:00:00
1883,,2019-08-26 13:00:00
1884,,2019-08-26 14:00:00
1885,,2019-08-26 15:00:00
1886,,2019-08-26 16:00:00
1887,,2019-08-26 17:00:00
1888,,2019-08-26 18:00:00
1889,,2019-08-26 19:00:00
1890,,2019-08-26 20:00:00
1891,,2019-08-26 21:00:00
1892,,2019-08-26 22:00:00
1893,,2019-08-26 23:00:00
1894,,2019-08-27 00:00:00
1895,,2019-08-27 01:00:00
1896,,2019-08-27 02:00:00
1897,,2019-08-27 03:00:00
1898,,2019-08-27 04:00:00
1899,,2019-08-27 05:00:00
1900,,2019-08-27 06:00:00
576,111.7,2019-08-27 07:00:00
577,157.3,2019-08-27 08:00:00
578,19.1,2019-08-27 09:00:00
579,30.5,2019-08-27 10:00:00
580,70.6,2019-08-27 11:00:00
581,48.5,2019-08-27 12:00:00
582,41.6,2019-08-27 13:00:00
583,26.6,2019-08-27 14:00:00
584,22.0,2019-08-27 15:00:00
585,20.6,2019-08-27 16:00:00
586,19.3,2019-08-27 17:00:00
587,18.4,2019-08-27 18:00:00
588,11.2,2019-08-27 19:00:00
589,4.2,2019-08-27 20:00:00
590,6.0,2019-08-27 21:00:00
591,4.2,2019-08-27 22:00:00
592,5.1,2019-08-27 23:00:00
593,394.7,2019-08-28 00:00:00
594,59.9,2019-08-28 01:00:00
595,44.8,2019-08-28 02:00:00
596,116.7,2019-08-28 03:00:00
597,81.5,2019-08-28 04:00:00
598,63.8,2019-08-28 05:00:00
599,38.1,2019-08-28 06:00:00
600,8.7,2019-08-28 07:00:00
601,21.2,2019-08-28 08:00:00
602,8.2,2019-08-28 09:00:00
603,6.4,2019-08-28 10:00:00
604,19.0,2019-08-28 11:00:00
605,46.0,2019-08-28 12:00:00
606,32.7,2019-08-28 13:00:00
607,20.6,2019-08-28 14:00:00
608,18.7,2019-08-28 15:00:00
609,18.8,2019-08-28 16:00:00
610,19.5,2019-08-28 17:00:00
611,11.7,2019-08-28 18:00:00
612,9.6,2019-08-28 19:00:00
613,3.9,2019-08-28 20:00:00
614,3.6,2019-08-28 21:00:00
615,21.1,2019-08-28 22:00:00
616,3.9,2019-08-28 23:00:00
617,3.9,2019-08-29 00:00:00
618,3.4,2019-08-29 01:00:00
619,4.0,2019-08-29 02:00:00
620,3.6,2019-08-29 03:00:00
621,5.5,2019-08-29 04:00:00
622,5.3,2019-08-29 05:00:00
623,3.6,2019-08-29 06:00:00
624,2.2,2019-08-29 07:00:00
625,4.4,2019-08-29 08:00:00
626,5.9,2019-08-29 09:00:00
627,13.1,2019-08-29 10:00:00
628,20.9,2019-08-29 11:00:00
629,33.9,2019-08-29 12:00:00
630,40.9,2019-08-29 13:00:00
631,52.2,2019-08-29 14:00:00
632,36.3,2019-08-29 15:00:00
633,52.9,2019-08-29 16:00:00
634,19.9,2019-08-29 17:00:00
635,7.1,2019-08-29 18:00:00
636,5.4,2019-08-29 19:00:00
637,3.2,2019-08-29 20:00:00
638,3.3,2019-08-29 21:00:00
639,3.3,2019-08-29 22:00:00
640,2.9,2019-08-29 23:00:00
641,3.6,2019-08-30 00:00:00
642,3.7,2019-08-30 01:00:00
643,2.7,2019-08-30 02:00:00
644,14.7,2019-08-30 03:00:00
645,12.0,2019-08-30 04:00:00
646,12.3,2019-08-30 05:00:00
647,8.1,2019-08-30 06:00:00
648,6.4,2019-08-30 07:00:00
649,18.6,2019-08-30 08:00:00
1901,,2019-08-30 09:00:00
1902,,2019-08-30 10:00:00
650,57.7,2019-08-30 11:00:00
651,70.9,2019-08-30 12:00:00
652,93.5,2019-08-30 13:00:00
653,47.5,2019-08-30 14:00:00
654,65.0,2019-08-30 15:00:00
655,74.5,2019-08-30 16:00:00
656,51.1,2019-08-30 17:00:00
657,60.7,2019-08-30 18:00:00
658,36.5,2019-08-30 19:00:00
659,14.3,2019-08-30 20:00:00
660,13.1,2019-08-30 21:00:00
661,12.5,2019-08-30 22:00:00
662,7.6,2019-08-30 23:00:00
663,7.8,2019-08-31 00:00:00
664,4.5,2019-08-31 01:00:00
665,4.6,2019-08-31 02:00:00
666,4.6,2019-08-31 03:00:00
667,38.0,2019-08-31 04:00:00
668,10.7,2019-08-31 05:00:00
669,14.9,2019-08-31 06:00:00
670,3.5,2019-08-31 07:00:00
671,5.8,2019-08-31 08:00:00
672,11.6,2019-08-31 09:00:00
673,24.0,2019-08-31 10:00:00
674,42.3,2019-08-31 11:00:00
675,61.6,2019-08-31 12:00:00
676,37.7,2019-08-31 13:00:00
677,23.5,2019-08-31 14:00:00
678,6.4,2019-08-31 15:00:00
679,16.2,2019-08-31 16:00:00
680,24.5,2019-08-31 17:00:00
681,17.1,2019-08-31 18:00:00
682,13.2,2019-08-31 19:00:00
683,5.4,2019-08-31 20:00:00
684,7.6,2019-08-31 21:00:00
685,13.8,2019-08-31 22:00:00
686,7.3,2019-08-31 23:00:00
687,10.2,2019-09-01 00:00:00
688,5.8,2019-09-01 01:00:00
689,4.7,2019-09-01 02:00:00
690,3.9,2019-09-01 03:00:00
691,3.4,2019-09-01 04:00:00
692,2.9,2019-09-01 05:00:00
693,23.0,2019-09-01 06:00:00
694,9.3,2019-09-01 07:00:00
695,12.8,2019-09-01 08:00:00
696,7.5,2019-09-01 09:00:00
697,32.7,2019-09-01 10:00:00
698,20.6,2019-09-01 11:00:00
699,17.9,2019-09-01 12:00:00
700,12.5,2019-09-01 13:00:00
701,25.4,2019-09-01 14:00:00
702,79.8,2019-09-01 15:00:00
703,30.5,2019-09-01 16:00:00
704,23.5,2019-09-01 17:00:00
705,33.8,2019-09-01 18:00:00
