,o3,local_time
1785,5.9,2019-10-20 08:00:00
1786,13.1,2019-10-20 09:00:00
1787,23.2,2019-10-20 10:00:00
1788,42.1,2019-10-20 11:00:00
1789,48.9,2019-10-20 12:00:00
1790,50.4,2019-10-20 13:00:00
1791,51.1,2019-10-20 14:00:00
1792,52.8,2019-10-20 15:00:00
1793,54.1,2019-10-20 16:00:00
1794,44.9,2019-10-20 17:00:00
1795,12.0,2019-10-20 18:00:00
1796,2.6,2019-10-20 19:00:00
1797,2.8,2019-10-20 20:00:00
1798,2.8,2019-10-20 21:00:00
1799,2.9,2019-10-20 22:00:00
1800,7.9,2019-10-20 23:00:00
1801,6.3,2019-10-21 00:00:00
1802,2.8,2019-10-21 01:00:00
1803,4.5,2019-10-21 02:00:00
1804,2.7,2019-10-21 03:00:00
1805,2.6,2019-10-21 04:00:00
1806,2.1,2019-10-21 05:00:00
1807,2.6,2019-10-21 06:00:00
1808,2.3,2019-10-21 07:00:00
1809,5.2,2019-10-21 08:00:00
1810,21.7,2019-10-21 09:00:00
1811,40.7,2019-10-21 10:00:00
1812,55.0,2019-10-21 11:00:00
1813,63.4,2019-10-21 12:00:00
1814,57.7,2019-10-21 13:00:00
1815,56.7,2019-10-21 14:00:00
1816,56.8,2019-10-21 15:00:00
1817,55.2,2019-10-21 16:00:00
1818,48.6,2019-10-21 17:00:00
1819,21.2,2019-10-21 18:00:00
1820,2.1,2019-10-21 19:00:00
1821,2.6,2019-10-21 20:00:00
1822,2.0,2019-10-21 21:00:00
1823,3.2,2019-10-21 22:00:00
1824,2.0,2019-10-21 23:00:00
1825,2.8,2019-10-22 00:00:00
1826,5.0,2019-10-22 01:00:00
1827,6.8,2019-10-22 02:00:00
1828,8.7,2019-10-22 03:00:00
1829,12.5,2019-10-22 04:00:00
1830,10.5,2019-10-22 05:00:00
1831,8.2,2019-10-22 06:00:00
1832,4.1,2019-10-22 07:00:00
1833,12.0,2019-10-22 08:00:00
1834,32.2,2019-10-22 09:00:00
1835,50.1,2019-10-22 10:00:00
1836,58.2,2019-10-22 11:00:00
1837,59.2,2019-10-22 12:00:00
1838,57.3,2019-10-22 13:00:00
1839,52.9,2019-10-22 14:00:00
1840,54.7,2019-10-22 15:00:00
1841,57.3,2019-10-22 16:00:00
1842,48.4,2019-10-22 17:00:00
1843,11.9,2019-10-22 18:00:00
1844,1.6,2019-10-22 19:00:00
1845,2.0,2019-10-22 20:00:00
1846,2.2,2019-10-22 21:00:00
1847,2.6,2019-10-22 22:00:00
1848,2.6,2019-10-22 23:00:00
1849,2.0,2019-10-23 00:00:00
1850,2.4,2019-10-23 01:00:00
1851,2.6,2019-10-23 02:00:00
1852,2.3,2019-10-23 03:00:00
1853,2.3,2019-10-23 04:00:00
1854,2.4,2019-10-23 05:00:00
1855,1.8,2019-10-23 06:00:00
1856,2.1,2019-10-23 07:00:00
1857,3.0,2019-10-23 08:00:00
1858,13.2,2019-10-23 09:00:00
1859,32.4,2019-10-23 10:00:00
1860,63.7,2019-10-23 11:00:00
1861,75.9,2019-10-23 12:00:00
1862,77.2,2019-10-23 13:00:00
1863,77.4,2019-10-23 14:00:00
1864,64.0,2019-10-23 15:00:00
1865,66.2,2019-10-23 16:00:00
1866,57.3,2019-10-23 17:00:00
1867,18.7,2019-10-23 18:00:00
1868,2.6,2019-10-23 19:00:00
1869,2.5,2019-10-23 20:00:00
1989,,2019-10-23 21:00:00
1990,,2019-10-23 22:00:00
1991,,2019-10-23 23:00:00
