,rohini,utc_time
1396,48.0,2019-09-15 17:00:00
1397,51.0,2019-09-15 18:00:00
1398,42.0,2019-09-15 19:00:00
1399,44.0,2019-09-15 20:00:00
1400,44.0,2019-09-15 21:00:00
1401,62.0,2019-09-15 22:00:00
1402,81.0,2019-09-15 23:00:00
1403,77.0,2019-09-16 00:00:00
1404,83.0,2019-09-16 01:00:00
1405,244.0,2019-09-16 02:00:00
1406,205.0,2019-09-16 03:00:00
1407,80.0,2019-09-16 04:00:00
1408,63.0,2019-09-16 05:00:00
1409,53.0,2019-09-16 06:00:00
1410,50.0,2019-09-16 07:00:00
1871,,2019-09-16 08:00:00
1411,53.0,2019-09-16 09:00:00
1412,45.0,2019-09-16 10:00:00
1413,46.0,2019-09-16 11:00:00
1414,51.0,2019-09-16 12:00:00
1415,62.0,2019-09-16 13:00:00
1416,70.0,2019-09-16 14:00:00
1417,88.0,2019-09-16 15:00:00
1418,129.0,2019-09-16 16:00:00
1419,90.0,2019-09-16 17:00:00
1420,79.0,2019-09-16 18:00:00
1421,80.0,2019-09-16 19:00:00
1422,88.0,2019-09-16 20:00:00
1423,103.0,2019-09-16 21:00:00
1424,92.0,2019-09-16 22:00:00
1425,74.0,2019-09-16 23:00:00
1426,67.0,2019-09-17 00:00:00
1427,62.0,2019-09-17 01:00:00
1428,75.0,2019-09-17 02:00:00
1429,64.0,2019-09-17 03:00:00
1430,44.0,2019-09-17 04:00:00
1431,36.0,2019-09-17 05:00:00
1432,33.0,2019-09-17 06:00:00
1433,40.0,2019-09-17 07:00:00
1434,46.0,2019-09-17 08:00:00
1435,47.0,2019-09-17 09:00:00
1436,50.0,2019-09-17 10:00:00
1437,45.0,2019-09-17 11:00:00
1438,63.0,2019-09-17 12:00:00
1439,42.0,2019-09-17 13:00:00
1440,52.0,2019-09-17 14:00:00
1441,80.0,2019-09-17 15:00:00
1442,78.0,2019-09-17 16:00:00
1443,83.0,2019-09-17 17:00:00
1444,61.0,2019-09-17 18:00:00
1445,42.0,2019-09-17 19:00:00
1446,39.0,2019-09-17 20:00:00
1447,31.0,2019-09-17 21:00:00
1448,36.0,2019-09-17 22:00:00
1449,34.0,2019-09-17 23:00:00
1450,38.0,2019-09-18 00:00:00
1451,45.0,2019-09-18 01:00:00
1452,42.0,2019-09-18 02:00:00
1453,31.0,2019-09-18 03:00:00
1454,22.0,2019-09-18 04:00:00
1455,31.0,2019-09-18 05:00:00
1456,34.0,2019-09-18 06:00:00
1457,34.0,2019-09-18 07:00:00
1458,35.0,2019-09-18 08:00:00
1459,38.0,2019-09-18 09:00:00
1460,36.0,2019-09-18 10:00:00
1461,42.0,2019-09-18 11:00:00
1462,33.0,2019-09-18 12:00:00
1463,41.0,2019-09-18 13:00:00
1464,47.0,2019-09-18 14:00:00
1465,42.0,2019-09-18 15:00:00
1466,36.0,2019-09-18 16:00:00
1467,29.0,2019-09-18 17:00:00
1468,29.0,2019-09-18 18:00:00
1469,30.0,2019-09-18 19:00:00
1470,17.0,2019-09-18 20:00:00
1471,8.0,2019-09-18 21:00:00
1472,8.0,2019-09-18 22:00:00
1473,8.0,2019-09-18 23:00:00
1474,14.0,2019-09-19 00:00:00
1475,17.0,2019-09-19 01:00:00
1476,23.0,2019-09-19 02:00:00
1477,36.0,2019-09-19 03:00:00
1478,33.0,2019-09-19 04:00:00
1872,,2019-09-19 05:00:00
1479,29.0,2019-09-19 06:00:00
1480,29.0,2019-09-19 07:00:00
1481,40.0,2019-09-19 08:00:00
1482,22.0,2019-09-19 09:00:00
1873,,2019-09-19 10:00:00
1483,23.0,2019-09-19 11:00:00
1484,,2019-09-19 12:00:00
1485,40.0,2019-09-19 13:00:00
1486,38.0,2019-09-19 14:00:00
1487,56.0,2019-09-19 15:00:00
1488,48.0,2019-09-19 16:00:00
1489,30.0,2019-09-19 17:00:00
1490,24.0,2019-09-19 18:00:00
1491,34.0,2019-09-19 19:00:00
1492,34.0,2019-09-19 20:00:00
1493,47.0,2019-09-19 21:00:00
1494,84.0,2019-09-19 22:00:00
1495,84.0,2019-09-19 23:00:00
1496,94.0,2019-09-20 00:00:00
1497,226.0,2019-09-20 01:00:00
1498,226.0,2019-09-20 02:00:00
1499,58.0,2019-09-20 03:00:00
1500,67.0,2019-09-20 04:00:00
1501,59.0,2019-09-20 05:00:00
1502,38.0,2019-09-20 06:00:00
1503,24.0,2019-09-20 07:00:00
1504,20.0,2019-09-20 08:00:00
1505,33.0,2019-09-20 09:00:00
1506,30.0,2019-09-20 10:00:00
1507,39.0,2019-09-20 11:00:00
1508,42.0,2019-09-20 12:00:00
1509,74.0,2019-09-20 13:00:00
1510,86.0,2019-09-20 14:00:00
1511,61.0,2019-09-20 15:00:00
1512,66.0,2019-09-20 16:00:00
1513,59.0,2019-09-20 17:00:00
1514,50.0,2019-09-20 18:00:00
1515,52.0,2019-09-20 19:00:00
1516,38.0,2019-09-20 20:00:00
1517,29.0,2019-09-20 21:00:00
1518,29.0,2019-09-20 22:00:00
1519,33.0,2019-09-20 23:00:00
1520,35.0,2019-09-21 00:00:00
1521,75.0,2019-09-21 01:00:00
1522,47.0,2019-09-21 02:00:00
1523,40.0,2019-09-21 03:00:00
1524,39.0,2019-09-21 04:00:00
1525,44.0,2019-09-21 05:00:00
1526,38.0,2019-09-21 06:00:00
1527,84.0,2019-09-21 07:00:00
1528,78.0,2019-09-21 08:00:00
1529,63.0,2019-09-21 09:00:00
1530,59.0,2019-09-21 10:00:00
1531,48.0,2019-09-21 11:00:00
1874,,2019-09-21 12:00:00
1875,,2019-09-21 13:00:00
1876,,2019-09-21 14:00:00
1877,,2019-09-21 15:00:00
1878,,2019-09-21 16:00:00
1879,,2019-09-21 17:00:00
1880,,2019-09-21 18:00:00
1881,,2019-09-21 19:00:00
1882,,2019-09-21 20:00:00
1883,,2019-09-21 21:00:00
1884,,2019-09-21 22:00:00
1885,,2019-09-21 23:00:00
1532,28.0,2019-09-22 00:00:00
1533,48.0,2019-09-22 01:00:00
1534,73.0,2019-09-22 02:00:00
1535,79.0,2019-09-22 03:00:00
1536,45.0,2019-09-22 04:00:00
1537,36.0,2019-09-22 05:00:00
1538,19.0,2019-09-22 06:00:00
1539,22.0,2019-09-22 07:00:00
1540,18.0,2019-09-22 08:00:00
1541,20.0,2019-09-22 09:00:00
1542,14.0,2019-09-22 10:00:00
1543,29.0,2019-09-22 11:00:00
1544,23.0,2019-09-22 12:00:00
1545,35.0,2019-09-22 13:00:00
1546,47.0,2019-09-22 14:00:00
1547,41.0,2019-09-22 15:00:00
1548,33.0,2019-09-22 16:00:00
1549,30.0,2019-09-22 17:00:00
1550,29.0,2019-09-22 18:00:00
1551,38.0,2019-09-22 19:00:00
1552,66.0,2019-09-22 20:00:00
1553,31.0,2019-09-22 21:00:00
1554,18.0,2019-09-22 22:00:00
1555,18.0,2019-09-22 23:00:00
1556,23.0,2019-09-23 00:00:00
1557,81.0,2019-09-23 01:00:00
1558,90.0,2019-09-23 02:00:00
1559,78.0,2019-09-23 03:00:00
1560,53.0,2019-09-23 04:00:00
1561,61.0,2019-09-23 05:00:00
1562,58.0,2019-09-23 06:00:00
1563,62.0,2019-09-23 07:00:00
1564,55.0,2019-09-23 08:00:00
1565,46.0,2019-09-23 09:00:00
1566,47.0,2019-09-23 10:00:00
1567,41.0,2019-09-23 11:00:00
1568,40.0,2019-09-23 12:00:00
1569,95.0,2019-09-23 13:00:00
1570,74.0,2019-09-23 14:00:00
1571,36.0,2019-09-23 15:00:00
1572,29.0,2019-09-23 16:00:00
1573,29.0,2019-09-23 17:00:00
1574,31.0,2019-09-23 18:00:00
1575,29.0,2019-09-23 19:00:00
1576,29.0,2019-09-23 20:00:00
1577,28.0,2019-09-23 21:00:00
1578,20.0,2019-09-23 22:00:00
1579,23.0,2019-09-23 23:00:00
1580,24.0,2019-09-24 00:00:00
1581,27.0,2019-09-24 01:00:00
1582,164.0,2019-09-24 02:00:00
1583,97.0,2019-09-24 03:00:00
1584,84.0,2019-09-24 04:00:00
1585,57.0,2019-09-24 05:00:00
1586,40.0,2019-09-24 06:00:00
1587,62.0,2019-09-24 07:00:00
1588,57.0,2019-09-24 08:00:00
1589,47.0,2019-09-24 09:00:00
1590,28.0,2019-09-24 10:00:00
1591,27.0,2019-09-24 11:00:00
1592,29.0,2019-09-24 12:00:00
1593,22.0,2019-09-24 13:00:00
1594,31.0,2019-09-24 14:00:00
1595,25.0,2019-09-24 15:00:00
1596,29.0,2019-09-24 16:00:00
1597,33.0,2019-09-24 17:00:00
1598,25.0,2019-09-24 18:00:00
1599,25.0,2019-09-24 19:00:00
1600,29.0,2019-09-24 20:00:00
1601,23.0,2019-09-24 21:00:00
1602,24.0,2019-09-24 22:00:00
1603,24.0,2019-09-24 23:00:00
1604,31.0,2019-09-25 00:00:00
1605,24.0,2019-09-25 01:00:00
1606,117.0,2019-09-25 02:00:00
1607,78.0,2019-09-25 03:00:00
1608,64.0,2019-09-25 04:00:00
1609,36.0,2019-09-25 05:00:00
1610,39.0,2019-09-25 06:00:00
1611,35.0,2019-09-25 07:00:00
1612,36.0,2019-09-25 08:00:00
1613,28.0,2019-09-25 09:00:00
1614,24.0,2019-09-25 10:00:00
1615,25.0,2019-09-25 11:00:00
1616,24.0,2019-09-25 12:00:00
1617,31.0,2019-09-25 13:00:00
1618,35.0,2019-09-25 14:00:00
1619,27.0,2019-09-25 15:00:00
1620,27.0,2019-09-25 16:00:00
1621,29.0,2019-09-25 17:00:00
1622,34.0,2019-09-25 18:00:00
1623,36.0,2019-09-25 19:00:00
1624,47.0,2019-09-25 20:00:00
1625,40.0,2019-09-25 21:00:00
1626,69.0,2019-09-25 22:00:00
1627,47.0,2019-09-25 23:00:00
1628,53.0,2019-09-26 00:00:00
1629,33.0,2019-09-26 01:00:00
1630,40.0,2019-09-26 02:00:00
1631,50.0,2019-09-26 03:00:00
1886,,2019-09-26 04:00:00
1887,,2019-09-26 05:00:00
1888,,2019-09-26 06:00:00
1632,29.0,2019-09-26 07:00:00
1633,29.0,2019-09-26 08:00:00
1634,20.0,2019-09-26 09:00:00
1635,17.0,2019-09-26 10:00:00
1636,17.0,2019-09-26 11:00:00
1637,22.0,2019-09-26 12:00:00
1638,19.0,2019-09-26 13:00:00
1639,20.0,2019-09-26 14:00:00
1640,31.0,2019-09-26 15:00:00
1641,41.0,2019-09-26 16:00:00
1642,50.0,2019-09-26 17:00:00
1643,36.0,2019-09-26 18:00:00
1644,16.0,2019-09-26 19:00:00
1645,5.0,2019-09-26 20:00:00
1646,5.0,2019-09-26 21:00:00
1647,8.0,2019-09-26 22:00:00
1648,25.0,2019-09-26 23:00:00
1649,22.0,2019-09-27 00:00:00
1650,25.0,2019-09-27 01:00:00
1651,42.0,2019-09-27 02:00:00
1652,31.0,2019-09-27 03:00:00
1653,23.0,2019-09-27 04:00:00
1654,18.0,2019-09-27 05:00:00
1655,12.0,2019-09-27 06:00:00
1656,11.0,2019-09-27 07:00:00
1657,11.0,2019-09-27 08:00:00
1658,14.0,2019-09-27 09:00:00
1659,12.0,2019-09-27 10:00:00
1660,12.0,2019-09-27 11:00:00
1661,14.0,2019-09-27 12:00:00
1662,17.0,2019-09-27 13:00:00
1663,40.0,2019-09-27 14:00:00
1664,40.0,2019-09-27 15:00:00
1665,25.0,2019-09-27 16:00:00
1666,22.0,2019-09-27 17:00:00
1667,18.0,2019-09-27 18:00:00
1668,14.0,2019-09-27 19:00:00
1669,22.0,2019-09-27 20:00:00
1670,22.0,2019-09-27 21:00:00
1671,18.0,2019-09-27 22:00:00
1672,42.0,2019-09-27 23:00:00
1673,45.0,2019-09-28 00:00:00
1674,33.0,2019-09-28 01:00:00
1675,57.0,2019-09-28 02:00:00
1676,57.0,2019-09-28 03:00:00
1677,53.0,2019-09-28 04:00:00
1678,36.0,2019-09-28 05:00:00
1679,36.0,2019-09-28 06:00:00
1680,30.0,2019-09-28 07:00:00
1681,24.0,2019-09-28 08:00:00
1682,18.0,2019-09-28 09:00:00
1683,9.0,2019-09-28 10:00:00
1684,14.0,2019-09-28 11:00:00
1685,22.0,2019-09-28 12:00:00
1686,19.0,2019-09-28 13:00:00
1687,18.0,2019-09-28 14:00:00
1688,94.0,2019-09-28 15:00:00
1689,55.0,2019-09-28 16:00:00
1690,35.0,2019-09-28 17:00:00
1691,22.0,2019-09-28 18:00:00
1692,9.0,2019-09-28 19:00:00
1693,14.0,2019-09-28 20:00:00
1694,12.0,2019-09-28 21:00:00
1695,9.0,2019-09-28 22:00:00
1696,16.0,2019-09-28 23:00:00
1697,18.0,2019-09-29 00:00:00
1698,22.0,2019-09-29 01:00:00
1699,25.0,2019-09-29 02:00:00
1700,18.0,2019-09-29 03:00:00
1701,46.0,2019-09-29 04:00:00
1702,17.0,2019-09-29 05:00:00
1703,30.0,2019-09-29 06:00:00
1704,25.0,2019-09-29 07:00:00
1705,31.0,2019-09-29 08:00:00
1706,34.0,2019-09-29 09:00:00
1707,35.0,2019-09-29 10:00:00
1708,35.0,2019-09-29 11:00:00
1709,27.0,2019-09-29 12:00:00
1710,23.0,2019-09-29 13:00:00
1711,40.0,2019-09-29 14:00:00
1712,47.0,2019-09-29 15:00:00
1713,28.0,2019-09-29 16:00:00
1714,20.0,2019-09-29 17:00:00
1715,17.0,2019-09-29 18:00:00
1716,18.0,2019-09-29 19:00:00
1717,18.0,2019-09-29 20:00:00
1718,19.0,2019-09-29 21:00:00
1719,17.0,2019-09-29 22:00:00
1720,14.0,2019-09-29 23:00:00
1721,14.0,2019-09-30 00:00:00
1722,14.0,2019-09-30 01:00:00
1723,12.0,2019-09-30 02:00:00
1724,17.0,2019-09-30 03:00:00
1725,16.0,2019-09-30 04:00:00
1726,24.0,2019-09-30 05:00:00
1727,20.0,2019-09-30 06:00:00
1728,44.0,2019-09-30 07:00:00
1729,56.0,2019-09-30 08:00:00
1730,56.0,2019-09-30 09:00:00
1889,,2019-09-30 10:00:00
1731,51.0,2019-09-30 11:00:00
1890,,2019-09-30 12:00:00
1732,50.0,2019-09-30 13:00:00
1733,83.0,2019-09-30 14:00:00
1734,119.0,2019-09-30 15:00:00
1735,62.0,2019-09-30 16:00:00
1736,48.0,2019-09-30 17:00:00
1737,38.0,2019-09-30 18:00:00
1738,38.0,2019-09-30 19:00:00
1739,35.0,2019-09-30 20:00:00
1740,31.0,2019-09-30 21:00:00
1741,24.0,2019-09-30 22:00:00
1742,30.0,2019-09-30 23:00:00
1743,23.0,2019-10-01 00:00:00
1744,25.0,2019-10-01 01:00:00
1745,42.0,2019-10-01 02:00:00
1746,48.0,2019-10-01 03:00:00
1747,39.0,2019-10-01 04:00:00
1748,28.0,2019-10-01 05:00:00
1749,28.0,2019-10-01 06:00:00
1750,35.0,2019-10-01 07:00:00
1751,34.0,2019-10-01 08:00:00
1891,,2019-10-01 09:00:00
1752,50.0,2019-10-01 10:00:00
1892,,2019-10-01 11:00:00
1753,41.0,2019-10-01 12:00:00
1754,42.0,2019-10-01 13:00:00
1755,29.0,2019-10-01 14:00:00
1756,29.0,2019-10-01 15:00:00
1893,,2019-10-01 16:00:00
1757,40.0,2019-10-01 17:00:00
1894,,2019-10-01 18:00:00
1895,,2019-10-01 19:00:00
1896,,2019-10-01 20:00:00
1897,,2019-10-01 21:00:00
1898,,2019-10-01 22:00:00
1899,,2019-10-01 23:00:00
1900,,2019-10-02 00:00:00
1901,,2019-10-02 01:00:00
1902,,2019-10-02 02:00:00
1903,,2019-10-02 03:00:00
1758,39.0,2019-10-02 04:00:00
1759,39.0,2019-10-02 05:00:00
1904,,2019-10-02 06:00:00
1760,67.0,2019-10-02 07:00:00
1761,59.0,2019-10-02 08:00:00
1762,38.0,2019-10-02 09:00:00
1763,38.0,2019-10-02 10:00:00
1764,18.0,2019-10-02 11:00:00
1765,31.0,2019-10-02 12:00:00
1766,111.0,2019-10-02 13:00:00
1767,118.0,2019-10-02 14:00:00
1768,81.0,2019-10-02 15:00:00
1769,64.0,2019-10-02 16:00:00
1770,59.0,2019-10-02 17:00:00
1771,59.0,2019-10-02 18:00:00
1772,75.0,2019-10-02 19:00:00
1773,58.0,2019-10-02 20:00:00
1774,77.0,2019-10-02 21:00:00
1775,64.0,2019-10-02 22:00:00
1776,73.0,2019-10-02 23:00:00
1777,68.0,2019-10-03 00:00:00
1778,70.0,2019-10-03 01:00:00
1779,84.0,2019-10-03 02:00:00
1780,310.0,2019-10-03 03:00:00
1781,74.0,2019-10-03 04:00:00
1782,74.0,2019-10-03 05:00:00
1783,84.0,2019-10-03 06:00:00
1784,56.0,2019-10-03 07:00:00
1785,70.0,2019-10-03 08:00:00
1786,63.0,2019-10-03 09:00:00
1787,52.0,2019-10-03 10:00:00
1788,48.0,2019-10-03 11:00:00
1789,45.0,2019-10-03 12:00:00
1790,74.0,2019-10-03 13:00:00
1791,74.0,2019-10-03 14:00:00
1792,130.0,2019-10-03 15:00:00
1793,52.0,2019-10-03 16:00:00
1794,23.0,2019-10-03 17:00:00
1795,34.0,2019-10-03 18:00:00
1796,36.0,2019-10-03 19:00:00
1797,33.0,2019-10-03 20:00:00
1798,42.0,2019-10-03 21:00:00
1799,39.0,2019-10-03 22:00:00
1800,39.0,2019-10-03 23:00:00
1801,34.0,2019-10-04 00:00:00
1802,45.0,2019-10-04 01:00:00
1803,59.0,2019-10-04 02:00:00
1804,81.0,2019-10-04 03:00:00
1805,61.0,2019-10-04 04:00:00
1806,51.0,2019-10-04 05:00:00
1807,46.0,2019-10-04 06:00:00
1808,42.0,2019-10-04 07:00:00
1809,42.0,2019-10-04 08:00:00
