,local_time,rohini
129,2019-09-22 00:00:00,61.666666666666664
130,2019-09-22 12:00:00,48.142857142857146
131,2019-09-23 00:00:00,27.583333333333332
132,2019-09-23 12:00:00,48.833333333333336
133,2019-09-24 00:00:00,51.0
134,2019-09-24 12:00:00,52.0
135,2019-09-25 00:00:00,34.583333333333336
136,2019-09-25 12:00:00,42.833333333333336
137,2019-09-26 00:00:00,30.083333333333332
138,2019-09-26 12:00:00,45.4
139,2019-09-27 00:00:00,27.454545454545453
140,2019-09-27 12:00:00,20.25
141,2019-09-28 00:00:00,19.666666666666668
142,2019-09-28 12:00:00,36.25
143,2019-09-29 00:00:00,30.0
144,2019-09-29 12:00:00,19.666666666666668
145,2019-09-30 00:00:00,30.166666666666668
146,2019-09-30 12:00:00,16.916666666666668
