,faridabad,utc_time
602,12.0,2019-08-06 05:00:00
603,17.0,2019-08-06 06:00:00
604,34.0,2019-08-06 07:00:00
605,6.0,2019-08-06 08:00:00
606,6.0,2019-08-06 09:00:00
607,13.0,2019-08-06 10:00:00
608,15.0,2019-08-06 11:00:00
609,6.0,2019-08-06 12:00:00
610,9.0,2019-08-06 13:00:00
611,8.0,2019-08-06 14:00:00
612,15.0,2019-08-06 15:00:00
613,15.0,2019-08-06 16:00:00
614,19.0,2019-08-06 17:00:00
615,27.0,2019-08-06 18:00:00
616,34.0,2019-08-06 19:00:00
617,39.0,2019-08-06 20:00:00
618,31.0,2019-08-06 21:00:00
619,25.0,2019-08-06 22:00:00
620,27.0,2019-08-06 23:00:00
621,30.0,2019-08-07 00:00:00
622,28.0,2019-08-07 01:00:00
623,31.0,2019-08-07 02:00:00
624,36.0,2019-08-07 03:00:00
625,27.0,2019-08-07 04:00:00
626,27.0,2019-08-07 05:00:00
627,35.0,2019-08-07 06:00:00
628,20.0,2019-08-07 07:00:00
629,13.0,2019-08-07 08:00:00
630,21.0,2019-08-07 09:00:00
631,23.0,2019-08-07 10:00:00
632,15.0,2019-08-07 11:00:00
633,23.0,2019-08-07 12:00:00
634,22.0,2019-08-07 13:00:00
635,21.0,2019-08-07 14:00:00
636,18.0,2019-08-07 15:00:00
637,32.0,2019-08-07 16:00:00
638,33.0,2019-08-07 17:00:00
639,29.0,2019-08-07 18:00:00
640,19.0,2019-08-07 19:00:00
641,7.0,2019-08-07 20:00:00
642,7.0,2019-08-07 21:00:00
643,15.0,2019-08-07 22:00:00
644,15.0,2019-08-07 23:00:00
645,16.0,2019-08-08 00:00:00
646,20.0,2019-08-08 01:00:00
647,41.0,2019-08-08 02:00:00
648,37.0,2019-08-08 03:00:00
649,26.0,2019-08-08 04:00:00
650,26.0,2019-08-08 05:00:00
651,33.0,2019-08-08 06:00:00
1797,,2019-08-08 07:00:00
1798,,2019-08-08 08:00:00
652,39.0,2019-08-08 09:00:00
653,39.0,2019-08-08 10:00:00
654,15.0,2019-08-08 11:00:00
655,32.0,2019-08-08 12:00:00
656,18.0,2019-08-08 13:00:00
657,14.0,2019-08-08 14:00:00
658,30.0,2019-08-08 15:00:00
659,28.0,2019-08-08 16:00:00
660,27.0,2019-08-08 17:00:00
661,25.0,2019-08-08 18:00:00
662,24.0,2019-08-08 19:00:00
663,16.0,2019-08-08 20:00:00
664,3.0,2019-08-08 21:00:00
665,6.0,2019-08-08 22:00:00
666,10.0,2019-08-08 23:00:00
667,9.0,2019-08-09 00:00:00
668,10.0,2019-08-09 01:00:00
669,15.0,2019-08-09 02:00:00
670,26.0,2019-08-09 03:00:00
671,13.0,2019-08-09 04:00:00
672,13.0,2019-08-09 05:00:00
673,20.0,2019-08-09 06:00:00
674,33.0,2019-08-09 07:00:00
675,11.0,2019-08-09 08:00:00
676,18.0,2019-08-09 09:00:00
677,14.0,2019-08-09 10:00:00
678,9.0,2019-08-09 11:00:00
679,10.0,2019-08-09 12:00:00
680,10.0,2019-08-09 13:00:00
681,13.0,2019-08-09 14:00:00
682,11.0,2019-08-09 15:00:00
683,13.0,2019-08-09 16:00:00
684,12.0,2019-08-09 17:00:00
685,13.0,2019-08-09 18:00:00
686,10.0,2019-08-09 19:00:00
687,6.0,2019-08-09 20:00:00
688,8.0,2019-08-09 21:00:00
689,7.0,2019-08-09 22:00:00
690,7.0,2019-08-09 23:00:00
691,8.0,2019-08-10 00:00:00
692,6.0,2019-08-10 01:00:00
693,10.0,2019-08-10 02:00:00
694,12.0,2019-08-10 03:00:00
1799,,2019-08-10 04:00:00
1800,,2019-08-10 05:00:00
1801,,2019-08-10 06:00:00
1802,,2019-08-10 07:00:00
1803,,2019-08-10 08:00:00
1804,,2019-08-10 09:00:00
1805,,2019-08-10 10:00:00
695,8.0,2019-08-10 11:00:00
696,8.0,2019-08-10 12:00:00
697,7.0,2019-08-10 13:00:00
698,12.0,2019-08-10 14:00:00
699,19.0,2019-08-10 15:00:00
700,23.0,2019-08-10 16:00:00
701,18.0,2019-08-10 17:00:00
702,16.0,2019-08-10 18:00:00
703,13.0,2019-08-10 19:00:00
704,15.0,2019-08-10 20:00:00
705,10.0,2019-08-10 21:00:00
706,10.0,2019-08-10 22:00:00
707,10.0,2019-08-10 23:00:00
708,10.0,2019-08-11 00:00:00
709,13.0,2019-08-11 01:00:00
710,20.0,2019-08-11 02:00:00
711,14.0,2019-08-11 03:00:00
712,24.0,2019-08-11 04:00:00
713,24.0,2019-08-11 05:00:00
714,16.0,2019-08-11 06:00:00
715,16.0,2019-08-11 07:00:00
716,14.0,2019-08-11 08:00:00
717,13.0,2019-08-11 09:00:00
718,10.0,2019-08-11 10:00:00
719,10.0,2019-08-11 11:00:00
720,11.0,2019-08-11 12:00:00
721,6.0,2019-08-11 13:00:00
722,5.0,2019-08-11 14:00:00
723,12.0,2019-08-11 15:00:00
724,14.0,2019-08-11 16:00:00
725,18.0,2019-08-11 17:00:00
726,16.0,2019-08-11 18:00:00
727,16.0,2019-08-11 19:00:00
728,14.0,2019-08-11 20:00:00
729,12.0,2019-08-11 21:00:00
730,17.0,2019-08-11 22:00:00
731,12.0,2019-08-11 23:00:00
732,7.0,2019-08-12 00:00:00
733,13.0,2019-08-12 01:00:00
734,18.0,2019-08-12 02:00:00
735,20.0,2019-08-12 03:00:00
736,24.0,2019-08-12 04:00:00
737,24.0,2019-08-12 05:00:00
738,54.0,2019-08-12 06:00:00
739,51.0,2019-08-12 07:00:00
740,38.0,2019-08-12 08:00:00
741,30.0,2019-08-12 09:00:00
742,16.0,2019-08-12 10:00:00
1806,,2019-08-12 11:00:00
1807,,2019-08-12 12:00:00
1808,,2019-08-12 13:00:00
743,35.0,2019-08-12 14:00:00
744,35.0,2019-08-12 15:00:00
745,22.0,2019-08-12 16:00:00
1809,,2019-08-12 17:00:00
1810,,2019-08-12 18:00:00
1811,,2019-08-12 19:00:00
1812,,2019-08-12 20:00:00
1813,,2019-08-12 21:00:00
1814,,2019-08-12 22:00:00
1815,,2019-08-12 23:00:00
1816,,2019-08-13 00:00:00
1817,,2019-08-13 01:00:00
1818,,2019-08-13 02:00:00
1819,,2019-08-13 03:00:00
746,24.0,2019-08-13 04:00:00
747,24.0,2019-08-13 05:00:00
748,57.0,2019-08-13 06:00:00
749,28.0,2019-08-13 07:00:00
750,21.0,2019-08-13 08:00:00
751,15.0,2019-08-13 09:00:00
752,68.0,2019-08-13 10:00:00
753,13.0,2019-08-13 11:00:00
754,8.0,2019-08-13 12:00:00
755,13.0,2019-08-13 13:00:00
756,10.0,2019-08-13 14:00:00
757,20.0,2019-08-13 15:00:00
758,21.0,2019-08-13 16:00:00
759,16.0,2019-08-13 17:00:00
760,12.0,2019-08-13 18:00:00
761,11.0,2019-08-13 19:00:00
762,11.0,2019-08-13 20:00:00
763,14.0,2019-08-13 21:00:00
764,12.0,2019-08-13 22:00:00
765,6.0,2019-08-13 23:00:00
766,6.0,2019-08-14 00:00:00
767,6.0,2019-08-14 01:00:00
768,6.0,2019-08-14 02:00:00
769,16.0,2019-08-14 03:00:00
770,9.0,2019-08-14 04:00:00
771,9.0,2019-08-14 05:00:00
772,48.0,2019-08-14 06:00:00
773,20.0,2019-08-14 07:00:00
774,27.0,2019-08-14 08:00:00
775,17.0,2019-08-14 09:00:00
776,22.0,2019-08-14 10:00:00
777,14.0,2019-08-14 11:00:00
778,8.0,2019-08-14 12:00:00
779,24.0,2019-08-14 13:00:00
780,35.0,2019-08-14 14:00:00
781,25.0,2019-08-14 15:00:00
782,32.0,2019-08-14 16:00:00
783,36.0,2019-08-14 17:00:00
784,29.0,2019-08-14 18:00:00
785,30.0,2019-08-14 19:00:00
786,50.0,2019-08-14 20:00:00
787,34.0,2019-08-14 21:00:00
788,41.0,2019-08-14 22:00:00
789,38.0,2019-08-14 23:00:00
790,17.0,2019-08-15 00:00:00
791,9.0,2019-08-15 01:00:00
792,6.0,2019-08-15 02:00:00
793,13.0,2019-08-15 03:00:00
794,12.0,2019-08-15 04:00:00
795,12.0,2019-08-15 05:00:00
796,10.0,2019-08-15 06:00:00
797,9.0,2019-08-15 07:00:00
798,11.0,2019-08-15 08:00:00
799,14.0,2019-08-15 09:00:00
800,14.0,2019-08-15 10:00:00
801,17.0,2019-08-15 11:00:00
802,17.0,2019-08-15 12:00:00
803,10.0,2019-08-15 13:00:00
804,13.0,2019-08-15 14:00:00
805,16.0,2019-08-15 15:00:00
806,20.0,2019-08-15 16:00:00
807,24.0,2019-08-15 17:00:00
808,17.0,2019-08-15 18:00:00
809,7.0,2019-08-15 19:00:00
810,6.0,2019-08-15 20:00:00
811,9.0,2019-08-15 21:00:00
812,8.0,2019-08-15 22:00:00
813,14.0,2019-08-15 23:00:00
814,8.0,2019-08-16 00:00:00
815,9.0,2019-08-16 01:00:00
816,16.0,2019-08-16 02:00:00
817,22.0,2019-08-16 03:00:00
818,10.0,2019-08-16 04:00:00
819,10.0,2019-08-16 05:00:00
820,16.0,2019-08-16 06:00:00
821,10.0,2019-08-16 07:00:00
822,12.0,2019-08-16 08:00:00
823,22.0,2019-08-16 09:00:00
824,10.0,2019-08-16 10:00:00
825,5.0,2019-08-16 11:00:00
826,11.0,2019-08-16 12:00:00
827,9.0,2019-08-16 13:00:00
828,8.0,2019-08-16 14:00:00
829,9.0,2019-08-16 15:00:00
830,10.0,2019-08-16 16:00:00
831,14.0,2019-08-16 17:00:00
832,8.0,2019-08-16 18:00:00
1820,,2019-08-16 19:00:00
1821,,2019-08-16 20:00:00
1822,,2019-08-16 21:00:00
1823,,2019-08-16 22:00:00
1824,,2019-08-16 23:00:00
1825,,2019-08-17 00:00:00
1826,,2019-08-17 01:00:00
1827,,2019-08-17 02:00:00
1828,,2019-08-17 03:00:00
1829,,2019-08-17 04:00:00
1830,,2019-08-17 05:00:00
1831,,2019-08-17 06:00:00
1832,,2019-08-17 07:00:00
833,10.0,2019-08-17 08:00:00
834,10.0,2019-08-17 09:00:00
835,6.0,2019-08-17 10:00:00
836,7.0,2019-08-17 11:00:00
837,7.0,2019-08-17 12:00:00
838,4.0,2019-08-17 13:00:00
839,0.0,2019-08-17 14:00:00
840,6.0,2019-08-17 15:00:00
841,9.0,2019-08-17 16:00:00
842,9.0,2019-08-17 17:00:00
843,7.0,2019-08-17 18:00:00
844,9.0,2019-08-17 19:00:00
845,20.0,2019-08-17 20:00:00
846,1.0,2019-08-17 21:00:00
1833,,2019-08-17 22:00:00
1834,,2019-08-17 23:00:00
1835,,2019-08-18 00:00:00
1836,,2019-08-18 01:00:00
1837,,2019-08-18 02:00:00
1838,,2019-08-18 03:00:00
1839,,2019-08-18 04:00:00
1840,,2019-08-18 05:00:00
1841,,2019-08-18 06:00:00
1842,,2019-08-18 07:00:00
1843,,2019-08-18 08:00:00
1844,,2019-08-18 09:00:00
1845,,2019-08-18 10:00:00
1846,,2019-08-18 11:00:00
1847,,2019-08-18 12:00:00
1848,,2019-08-18 13:00:00
1849,,2019-08-18 14:00:00
1850,,2019-08-18 15:00:00
1851,,2019-08-18 16:00:00
1852,,2019-08-18 17:00:00
1853,,2019-08-18 18:00:00
1854,,2019-08-18 19:00:00
1855,,2019-08-18 20:00:00
1856,,2019-08-18 21:00:00
1857,,2019-08-18 22:00:00
1858,,2019-08-18 23:00:00
1859,,2019-08-19 00:00:00
1860,,2019-08-19 01:00:00
1861,,2019-08-19 02:00:00
1862,,2019-08-19 03:00:00
1863,,2019-08-19 04:00:00
1864,,2019-08-19 05:00:00
847,35.0,2019-08-19 06:00:00
848,31.0,2019-08-19 07:00:00
849,31.0,2019-08-19 08:00:00
850,39.0,2019-08-19 09:00:00
851,44.0,2019-08-19 10:00:00
852,30.0,2019-08-19 11:00:00
853,66.0,2019-08-19 12:00:00
854,56.0,2019-08-19 13:00:00
855,56.0,2019-08-19 14:00:00
856,68.0,2019-08-19 15:00:00
857,61.0,2019-08-19 16:00:00
858,76.0,2019-08-19 17:00:00
859,75.0,2019-08-19 18:00:00
860,48.0,2019-08-19 19:00:00
861,19.0,2019-08-19 20:00:00
862,19.0,2019-08-19 21:00:00
863,17.0,2019-08-19 22:00:00
864,26.0,2019-08-19 23:00:00
865,17.0,2019-08-20 00:00:00
866,35.0,2019-08-20 01:00:00
867,30.0,2019-08-20 02:00:00
868,30.0,2019-08-20 03:00:00
869,30.0,2019-08-20 04:00:00
870,30.0,2019-08-20 05:00:00
871,73.0,2019-08-20 06:00:00
872,35.0,2019-08-20 07:00:00
873,56.0,2019-08-20 08:00:00
874,25.0,2019-08-20 09:00:00
875,25.0,2019-08-20 10:00:00
876,25.0,2019-08-20 11:00:00
877,20.0,2019-08-20 12:00:00
878,45.0,2019-08-20 13:00:00
879,87.0,2019-08-20 14:00:00
880,50.0,2019-08-20 15:00:00
881,62.0,2019-08-20 16:00:00
882,46.0,2019-08-20 17:00:00
883,40.0,2019-08-20 18:00:00
884,40.0,2019-08-20 19:00:00
885,43.0,2019-08-20 20:00:00
886,30.0,2019-08-20 21:00:00
887,36.0,2019-08-20 22:00:00
888,32.0,2019-08-20 23:00:00
889,40.0,2019-08-21 00:00:00
890,43.0,2019-08-21 01:00:00
891,39.0,2019-08-21 02:00:00
892,47.0,2019-08-21 03:00:00
893,63.0,2019-08-21 04:00:00
894,76.0,2019-08-21 05:00:00
895,76.0,2019-08-21 06:00:00
896,59.0,2019-08-21 07:00:00
897,83.0,2019-08-21 08:00:00
898,40.0,2019-08-21 09:00:00
899,63.0,2019-08-21 10:00:00
900,70.0,2019-08-21 11:00:00
901,86.0,2019-08-21 12:00:00
902,81.0,2019-08-21 13:00:00
903,53.0,2019-08-21 14:00:00
904,57.0,2019-08-21 15:00:00
905,85.0,2019-08-21 16:00:00
906,85.0,2019-08-21 17:00:00
907,68.0,2019-08-21 18:00:00
908,49.0,2019-08-21 19:00:00
909,43.0,2019-08-21 20:00:00
910,35.0,2019-08-21 21:00:00
911,29.0,2019-08-21 22:00:00
912,29.0,2019-08-21 23:00:00
913,25.0,2019-08-22 00:00:00
914,26.0,2019-08-22 01:00:00
915,37.0,2019-08-22 02:00:00
916,34.0,2019-08-22 03:00:00
917,31.0,2019-08-22 04:00:00
918,31.0,2019-08-22 05:00:00
919,33.0,2019-08-22 06:00:00
920,33.0,2019-08-22 07:00:00
921,67.0,2019-08-22 08:00:00
922,28.0,2019-08-22 09:00:00
923,28.0,2019-08-22 10:00:00
924,28.0,2019-08-22 11:00:00
925,33.0,2019-08-22 12:00:00
926,43.0,2019-08-22 13:00:00
927,36.0,2019-08-22 14:00:00
928,29.0,2019-08-22 15:00:00
929,33.0,2019-08-22 16:00:00
930,36.0,2019-08-22 17:00:00
931,39.0,2019-08-22 18:00:00
932,36.0,2019-08-22 19:00:00
933,15.0,2019-08-22 20:00:00
934,24.0,2019-08-22 21:00:00
935,34.0,2019-08-22 22:00:00
936,43.0,2019-08-22 23:00:00
937,42.0,2019-08-23 00:00:00
938,45.0,2019-08-23 01:00:00
939,54.0,2019-08-23 02:00:00
940,74.0,2019-08-23 03:00:00
941,41.0,2019-08-23 04:00:00
942,41.0,2019-08-23 05:00:00
943,38.0,2019-08-23 06:00:00
944,39.0,2019-08-23 07:00:00
945,32.0,2019-08-23 08:00:00
946,52.0,2019-08-23 09:00:00
947,90.0,2019-08-23 10:00:00
948,43.0,2019-08-23 11:00:00
949,41.0,2019-08-23 12:00:00
950,50.0,2019-08-23 13:00:00
951,38.0,2019-08-23 14:00:00
952,66.0,2019-08-23 15:00:00
953,69.0,2019-08-23 16:00:00
954,73.0,2019-08-23 17:00:00
955,75.0,2019-08-23 18:00:00
956,65.0,2019-08-23 19:00:00
957,62.0,2019-08-23 20:00:00
958,55.0,2019-08-23 21:00:00
959,58.0,2019-08-23 22:00:00
960,50.0,2019-08-23 23:00:00
961,44.0,2019-08-24 00:00:00
962,42.0,2019-08-24 01:00:00
963,63.0,2019-08-24 02:00:00
964,64.0,2019-08-24 03:00:00
965,53.0,2019-08-24 04:00:00
966,53.0,2019-08-24 05:00:00
967,52.0,2019-08-24 06:00:00
968,53.0,2019-08-24 07:00:00
969,48.0,2019-08-24 08:00:00
970,29.0,2019-08-24 09:00:00
971,24.0,2019-08-24 10:00:00
972,25.0,2019-08-24 11:00:00
973,26.0,2019-08-24 12:00:00
974,28.0,2019-08-24 13:00:00
975,26.0,2019-08-24 14:00:00
976,22.0,2019-08-24 15:00:00
977,24.0,2019-08-24 16:00:00
978,23.0,2019-08-24 17:00:00
979,21.0,2019-08-24 18:00:00
980,23.0,2019-08-24 19:00:00
981,16.0,2019-08-24 20:00:00
982,22.0,2019-08-24 21:00:00
983,14.0,2019-08-24 22:00:00
984,19.0,2019-08-24 23:00:00
985,17.0,2019-08-25 00:00:00
986,22.0,2019-08-25 01:00:00
987,12.0,2019-08-25 02:00:00
988,16.0,2019-08-25 03:00:00
989,15.0,2019-08-25 04:00:00
990,15.0,2019-08-25 05:00:00
991,19.0,2019-08-25 06:00:00
992,13.0,2019-08-25 07:00:00
993,15.0,2019-08-25 08:00:00
994,15.0,2019-08-25 09:00:00
995,18.0,2019-08-25 10:00:00
996,23.0,2019-08-25 11:00:00
997,19.0,2019-08-25 12:00:00
998,14.0,2019-08-25 13:00:00
999,19.0,2019-08-25 14:00:00
1000,21.0,2019-08-25 15:00:00
1001,21.0,2019-08-25 16:00:00
1002,14.0,2019-08-25 17:00:00
1003,10.0,2019-08-25 18:00:00
1004,14.0,2019-08-25 19:00:00
1005,14.0,2019-08-25 20:00:00
1006,8.0,2019-08-25 21:00:00
1007,9.0,2019-08-25 22:00:00
1008,6.0,2019-08-25 23:00:00
1009,11.0,2019-08-26 00:00:00
1010,12.0,2019-08-26 01:00:00
1011,19.0,2019-08-26 02:00:00
1865,,2019-08-26 03:00:00
1866,,2019-08-26 04:00:00
1867,,2019-08-26 05:00:00
1868,,2019-08-26 06:00:00
1869,,2019-08-26 07:00:00
1870,,2019-08-26 08:00:00
1871,,2019-08-26 09:00:00
1872,,2019-08-26 10:00:00
1873,,2019-08-26 11:00:00
1874,,2019-08-26 12:00:00
1875,,2019-08-26 13:00:00
1876,,2019-08-26 14:00:00
1877,,2019-08-26 15:00:00
1878,,2019-08-26 16:00:00
1879,,2019-08-26 17:00:00
1880,,2019-08-26 18:00:00
1881,,2019-08-26 19:00:00
1882,,2019-08-26 20:00:00
1883,,2019-08-26 21:00:00
1884,,2019-08-26 22:00:00
1885,,2019-08-26 23:00:00
1886,,2019-08-27 00:00:00
1887,,2019-08-27 01:00:00
1012,34.0,2019-08-27 02:00:00
1013,34.0,2019-08-27 03:00:00
1014,24.0,2019-08-27 04:00:00
1015,25.0,2019-08-27 05:00:00
1016,25.0,2019-08-27 06:00:00
1017,19.0,2019-08-27 07:00:00
1018,18.0,2019-08-27 08:00:00
1019,22.0,2019-08-27 09:00:00
1020,25.0,2019-08-27 10:00:00
1021,22.0,2019-08-27 11:00:00
1022,24.0,2019-08-27 12:00:00
1023,23.0,2019-08-27 13:00:00
1024,38.0,2019-08-27 14:00:00
1025,37.0,2019-08-27 15:00:00
1026,45.0,2019-08-27 16:00:00
1027,39.0,2019-08-27 17:00:00
1028,32.0,2019-08-27 18:00:00
1029,21.0,2019-08-27 19:00:00
1030,28.0,2019-08-27 20:00:00
1031,22.0,2019-08-27 21:00:00
1032,18.0,2019-08-27 22:00:00
1033,17.0,2019-08-27 23:00:00
1034,18.0,2019-08-28 00:00:00
1035,19.0,2019-08-28 01:00:00
1036,19.0,2019-08-28 02:00:00
1037,26.0,2019-08-28 03:00:00
1888,,2019-08-28 04:00:00
1038,23.0,2019-08-28 05:00:00
1039,41.0,2019-08-28 06:00:00
1040,13.0,2019-08-28 07:00:00
1041,11.0,2019-08-28 08:00:00
1042,15.0,2019-08-28 09:00:00
1043,22.0,2019-08-28 10:00:00
1044,30.0,2019-08-28 11:00:00
1045,30.0,2019-08-28 12:00:00
1046,25.0,2019-08-28 13:00:00
1047,27.0,2019-08-28 14:00:00
1048,35.0,2019-08-28 15:00:00
1049,38.0,2019-08-28 16:00:00
1050,40.0,2019-08-28 17:00:00
1051,31.0,2019-08-28 18:00:00
1052,30.0,2019-08-28 19:00:00
1053,18.0,2019-08-28 20:00:00
1054,20.0,2019-08-28 21:00:00
1055,20.0,2019-08-28 22:00:00
1056,22.0,2019-08-28 23:00:00
1057,19.0,2019-08-29 00:00:00
1058,18.0,2019-08-29 01:00:00
1059,29.0,2019-08-29 02:00:00
1060,23.0,2019-08-29 03:00:00
1061,13.0,2019-08-29 04:00:00
1062,13.0,2019-08-29 05:00:00
1063,22.0,2019-08-29 06:00:00
1064,34.0,2019-08-29 07:00:00
1065,25.0,2019-08-29 08:00:00
1066,29.0,2019-08-29 09:00:00
1067,26.0,2019-08-29 10:00:00
1068,9.0,2019-08-29 11:00:00
1069,18.0,2019-08-29 12:00:00
1070,34.0,2019-08-29 13:00:00
1071,29.0,2019-08-29 14:00:00
1072,34.0,2019-08-29 15:00:00
1073,29.0,2019-08-29 16:00:00
1074,22.0,2019-08-29 17:00:00
1075,14.0,2019-08-29 18:00:00
1076,18.0,2019-08-29 19:00:00
1077,27.0,2019-08-29 20:00:00
1078,13.0,2019-08-29 21:00:00
1079,10.0,2019-08-29 22:00:00
1080,10.0,2019-08-29 23:00:00
1081,14.0,2019-08-30 00:00:00
1082,11.0,2019-08-30 01:00:00
1083,28.0,2019-08-30 02:00:00
1084,28.0,2019-08-30 03:00:00
1085,38.0,2019-08-30 04:00:00
1086,38.0,2019-08-30 05:00:00
1087,39.0,2019-08-30 06:00:00
1088,33.0,2019-08-30 07:00:00
1089,22.0,2019-08-30 08:00:00
1090,32.0,2019-08-30 09:00:00
1091,28.0,2019-08-30 10:00:00
1092,16.0,2019-08-30 11:00:00
1093,24.0,2019-08-30 12:00:00
1094,21.0,2019-08-30 13:00:00
1095,30.0,2019-08-30 14:00:00
1096,34.0,2019-08-30 15:00:00
1097,34.0,2019-08-30 16:00:00
1098,32.0,2019-08-30 17:00:00
1099,38.0,2019-08-30 18:00:00
1100,38.0,2019-08-30 19:00:00
1101,45.0,2019-08-30 20:00:00
1102,28.0,2019-08-30 21:00:00
1103,24.0,2019-08-30 22:00:00
1104,22.0,2019-08-30 23:00:00
1105,21.0,2019-08-31 00:00:00
1106,18.0,2019-08-31 01:00:00
1107,33.0,2019-08-31 02:00:00
1108,38.0,2019-08-31 03:00:00
1109,36.0,2019-08-31 04:00:00
1110,36.0,2019-08-31 05:00:00
1111,37.0,2019-08-31 06:00:00
1112,22.0,2019-08-31 07:00:00
1113,10.0,2019-08-31 08:00:00
1114,27.0,2019-08-31 09:00:00
1115,62.0,2019-08-31 10:00:00
1116,44.0,2019-08-31 11:00:00
1117,20.0,2019-08-31 12:00:00
1118,56.0,2019-08-31 13:00:00
1119,62.0,2019-08-31 14:00:00
1120,54.0,2019-08-31 15:00:00
1121,47.0,2019-08-31 16:00:00
1122,40.0,2019-08-31 17:00:00
1123,42.0,2019-08-31 18:00:00
1124,26.0,2019-08-31 19:00:00
1125,32.0,2019-08-31 20:00:00
1126,20.0,2019-08-31 21:00:00
1127,10.0,2019-08-31 22:00:00
1128,11.0,2019-08-31 23:00:00
1129,16.0,2019-09-01 00:00:00
1130,20.0,2019-09-01 01:00:00
1131,13.0,2019-09-01 02:00:00
1132,18.0,2019-09-01 03:00:00
1133,11.0,2019-09-01 04:00:00
1134,11.0,2019-09-01 05:00:00
1135,10.0,2019-09-01 06:00:00
1136,5.0,2019-09-01 07:00:00
1137,3.0,2019-09-01 08:00:00
1138,7.0,2019-09-01 09:00:00
1139,12.0,2019-09-01 10:00:00
1140,11.0,2019-09-01 11:00:00
1141,12.0,2019-09-01 12:00:00
1142,18.0,2019-09-01 13:00:00
1143,33.0,2019-09-01 14:00:00
1144,33.0,2019-09-01 15:00:00
1145,33.0,2019-09-01 16:00:00
1146,27.0,2019-09-01 17:00:00
1147,26.0,2019-09-01 18:00:00
1148,13.0,2019-09-01 19:00:00
1149,14.0,2019-09-01 20:00:00
1150,11.0,2019-09-01 21:00:00
1151,11.0,2019-09-01 22:00:00
1152,9.0,2019-09-01 23:00:00
1153,13.0,2019-09-02 00:00:00
1154,16.0,2019-09-02 01:00:00
1155,21.0,2019-09-02 02:00:00
1156,21.0,2019-09-02 03:00:00
1157,23.0,2019-09-02 04:00:00
1158,23.0,2019-09-02 05:00:00
1159,31.0,2019-09-02 06:00:00
1160,25.0,2019-09-02 07:00:00
1161,9.0,2019-09-02 08:00:00
1889,,2019-09-02 09:00:00
1890,,2019-09-02 10:00:00
1891,,2019-09-02 11:00:00
1892,,2019-09-02 12:00:00
1893,,2019-09-02 13:00:00
1894,,2019-09-02 14:00:00
1895,,2019-09-02 15:00:00
1896,,2019-09-02 16:00:00
1897,,2019-09-02 17:00:00
1898,,2019-09-02 18:00:00
1899,,2019-09-02 19:00:00
1900,,2019-09-02 20:00:00
1901,,2019-09-02 21:00:00
1902,,2019-09-02 22:00:00
1903,,2019-09-02 23:00:00
1904,,2019-09-03 00:00:00
1905,,2019-09-03 01:00:00
1906,,2019-09-03 02:00:00
1907,,2019-09-03 03:00:00
1908,,2019-09-03 04:00:00
1909,,2019-09-03 05:00:00
1910,,2019-09-03 06:00:00
1911,,2019-09-03 07:00:00
1912,,2019-09-03 08:00:00
1913,,2019-09-03 09:00:00
1162,52.0,2019-09-03 10:00:00
1163,52.0,2019-09-03 11:00:00
1164,61.0,2019-09-03 12:00:00
1165,61.0,2019-09-03 13:00:00
1166,69.0,2019-09-03 14:00:00
1167,49.0,2019-09-03 15:00:00
1168,48.0,2019-09-03 16:00:00
1169,46.0,2019-09-03 17:00:00
1170,52.0,2019-09-03 18:00:00
1171,44.0,2019-09-03 19:00:00
1172,50.0,2019-09-03 20:00:00
1173,44.0,2019-09-03 21:00:00
1174,43.0,2019-09-03 22:00:00
1175,39.0,2019-09-03 23:00:00
1176,44.0,2019-09-04 00:00:00
1177,49.0,2019-09-04 01:00:00
1178,44.0,2019-09-04 02:00:00
1179,68.0,2019-09-04 03:00:00
1180,55.0,2019-09-04 04:00:00
1181,55.0,2019-09-04 05:00:00
1182,48.0,2019-09-04 06:00:00
1183,31.0,2019-09-04 07:00:00
1184,34.0,2019-09-04 08:00:00
1185,35.0,2019-09-04 09:00:00
1186,37.0,2019-09-04 10:00:00
1187,37.0,2019-09-04 11:00:00
1188,35.0,2019-09-04 12:00:00
1189,27.0,2019-09-04 13:00:00
1190,30.0,2019-09-04 14:00:00
1191,34.0,2019-09-04 15:00:00
1192,34.0,2019-09-04 16:00:00
1193,31.0,2019-09-04 17:00:00
1194,22.0,2019-09-04 18:00:00
1195,20.0,2019-09-04 19:00:00
1196,18.0,2019-09-04 20:00:00
1197,19.0,2019-09-04 21:00:00
1198,12.0,2019-09-04 22:00:00
1199,12.0,2019-09-04 23:00:00
1200,11.0,2019-09-05 00:00:00
1201,12.0,2019-09-05 01:00:00
1202,30.0,2019-09-05 02:00:00
1203,23.0,2019-09-05 03:00:00
1204,20.0,2019-09-05 04:00:00
1205,20.0,2019-09-05 05:00:00
1206,39.0,2019-09-05 06:00:00
1207,34.0,2019-09-05 07:00:00
1208,26.0,2019-09-05 08:00:00
1209,17.0,2019-09-05 09:00:00
1210,23.0,2019-09-05 10:00:00
1211,23.0,2019-09-05 11:00:00
1212,9.0,2019-09-05 12:00:00
1213,18.0,2019-09-05 13:00:00
1214,19.0,2019-09-05 14:00:00
1215,27.0,2019-09-05 15:00:00
1216,30.0,2019-09-05 16:00:00
1217,24.0,2019-09-05 17:00:00
1218,21.0,2019-09-05 18:00:00
1219,17.0,2019-09-05 19:00:00
1220,18.0,2019-09-05 20:00:00
