,rohini,local_time
1399,45.0,2019-09-17 16:00:00
1400,63.0,2019-09-17 17:00:00
1401,42.0,2019-09-17 18:00:00
1402,52.0,2019-09-17 19:00:00
1403,80.0,2019-09-17 20:00:00
1404,78.0,2019-09-17 21:00:00
1405,83.0,2019-09-17 22:00:00
1406,61.0,2019-09-17 23:00:00
1407,42.0,2019-09-18 00:00:00
1408,39.0,2019-09-18 01:00:00
1409,31.0,2019-09-18 02:00:00
1410,36.0,2019-09-18 03:00:00
1411,34.0,2019-09-18 04:00:00
1412,38.0,2019-09-18 05:00:00
1413,45.0,2019-09-18 06:00:00
1414,42.0,2019-09-18 07:00:00
1415,31.0,2019-09-18 08:00:00
1416,22.0,2019-09-18 09:00:00
1417,31.0,2019-09-18 10:00:00
1418,34.0,2019-09-18 11:00:00
1419,34.0,2019-09-18 12:00:00
1420,35.0,2019-09-18 13:00:00
1421,38.0,2019-09-18 14:00:00
1422,36.0,2019-09-18 15:00:00
1423,42.0,2019-09-18 16:00:00
1424,33.0,2019-09-18 17:00:00
1425,41.0,2019-09-18 18:00:00
1426,47.0,2019-09-18 19:00:00
1427,42.0,2019-09-18 20:00:00
1428,36.0,2019-09-18 21:00:00
1429,29.0,2019-09-18 22:00:00
1430,29.0,2019-09-18 23:00:00
1431,30.0,2019-09-19 00:00:00
1432,17.0,2019-09-19 01:00:00
1433,8.0,2019-09-19 02:00:00
1434,8.0,2019-09-19 03:00:00
1435,8.0,2019-09-19 04:00:00
1436,14.0,2019-09-19 05:00:00
1437,17.0,2019-09-19 06:00:00
1438,23.0,2019-09-19 07:00:00
1439,36.0,2019-09-19 08:00:00
1440,33.0,2019-09-19 09:00:00
1441,39.0,2019-09-19 10:00:00
1759,,2019-09-19 11:00:00
1442,29.0,2019-09-19 12:00:00
1443,40.0,2019-09-19 13:00:00
1444,22.0,2019-09-19 14:00:00
1445,25.0,2019-09-19 15:00:00
1446,23.0,2019-09-19 16:00:00
1447,,2019-09-19 17:00:00
1448,40.0,2019-09-19 18:00:00
1449,38.0,2019-09-19 19:00:00
1450,56.0,2019-09-19 20:00:00
1451,48.0,2019-09-19 21:00:00
1452,30.0,2019-09-19 22:00:00
1453,24.0,2019-09-19 23:00:00
1454,24.0,2019-09-20 00:00:00
1455,34.0,2019-09-20 01:00:00
1456,47.0,2019-09-20 02:00:00
1457,84.0,2019-09-20 03:00:00
1458,84.0,2019-09-20 04:00:00
1459,94.0,2019-09-20 05:00:00
1460,85.0,2019-09-20 06:00:00
1461,226.0,2019-09-20 07:00:00
1462,157.0,2019-09-20 08:00:00
1463,58.0,2019-09-20 09:00:00
1464,67.0,2019-09-20 10:00:00
1465,59.0,2019-09-20 11:00:00
1466,38.0,2019-09-20 12:00:00
1467,24.0,2019-09-20 13:00:00
1468,20.0,2019-09-20 14:00:00
1469,33.0,2019-09-20 15:00:00
1470,30.0,2019-09-20 16:00:00
1471,39.0,2019-09-20 17:00:00
1472,42.0,2019-09-20 18:00:00
1473,74.0,2019-09-20 19:00:00
1474,86.0,2019-09-20 20:00:00
1475,61.0,2019-09-20 21:00:00
1476,66.0,2019-09-20 22:00:00
1477,59.0,2019-09-20 23:00:00
1478,50.0,2019-09-21 00:00:00
1479,52.0,2019-09-21 01:00:00
1480,29.0,2019-09-21 02:00:00
1481,29.0,2019-09-21 03:00:00
1482,29.0,2019-09-21 04:00:00
1483,33.0,2019-09-21 05:00:00
1484,35.0,2019-09-21 06:00:00
1485,75.0,2019-09-21 07:00:00
1486,47.0,2019-09-21 08:00:00
1487,40.0,2019-09-21 09:00:00
1488,39.0,2019-09-21 10:00:00
1489,44.0,2019-09-21 11:00:00
1490,38.0,2019-09-21 12:00:00
1491,84.0,2019-09-21 13:00:00
1492,78.0,2019-09-21 14:00:00
1493,63.0,2019-09-21 15:00:00
1494,59.0,2019-09-21 16:00:00
1495,48.0,2019-09-21 17:00:00
1760,,2019-09-21 18:00:00
1761,,2019-09-21 19:00:00
1762,,2019-09-21 20:00:00
1763,,2019-09-21 21:00:00
1764,,2019-09-21 22:00:00
1765,,2019-09-21 23:00:00
1766,,2019-09-22 00:00:00
1767,,2019-09-22 01:00:00
1768,,2019-09-22 02:00:00
1769,,2019-09-22 03:00:00
1770,,2019-09-22 04:00:00
1496,28.0,2019-09-22 05:00:00
1497,28.0,2019-09-22 06:00:00
1498,48.0,2019-09-22 07:00:00
1499,73.0,2019-09-22 08:00:00
1500,79.0,2019-09-22 09:00:00
1501,45.0,2019-09-22 10:00:00
1502,36.0,2019-09-22 11:00:00
1503,19.0,2019-09-22 12:00:00
1504,22.0,2019-09-22 13:00:00
1505,18.0,2019-09-22 14:00:00
1506,20.0,2019-09-22 15:00:00
1507,14.0,2019-09-22 16:00:00
1508,29.0,2019-09-22 17:00:00
1509,23.0,2019-09-22 18:00:00
1510,35.0,2019-09-22 19:00:00
1511,47.0,2019-09-22 20:00:00
1512,41.0,2019-09-22 21:00:00
1513,33.0,2019-09-22 22:00:00
1514,30.0,2019-09-22 23:00:00
1515,29.0,2019-09-23 00:00:00
1516,38.0,2019-09-23 01:00:00
1517,66.0,2019-09-23 02:00:00
1518,31.0,2019-09-23 03:00:00
1519,18.0,2019-09-23 04:00:00
1520,18.0,2019-09-23 05:00:00
1521,23.0,2019-09-23 06:00:00
1522,81.0,2019-09-23 07:00:00
1523,90.0,2019-09-23 08:00:00
1524,78.0,2019-09-23 09:00:00
1525,53.0,2019-09-23 10:00:00
1526,61.0,2019-09-23 11:00:00
1527,58.0,2019-09-23 12:00:00
1528,62.0,2019-09-23 13:00:00
1529,55.0,2019-09-23 14:00:00
1530,46.0,2019-09-23 15:00:00
1531,47.0,2019-09-23 16:00:00
1532,41.0,2019-09-23 17:00:00
1533,40.0,2019-09-23 18:00:00
1534,95.0,2019-09-23 19:00:00
1535,74.0,2019-09-23 20:00:00
1536,36.0,2019-09-23 21:00:00
1537,29.0,2019-09-23 22:00:00
1538,29.0,2019-09-23 23:00:00
1539,31.0,2019-09-24 00:00:00
1540,29.0,2019-09-24 01:00:00
1541,28.0,2019-09-24 02:00:00
1542,20.0,2019-09-24 03:00:00
1543,23.0,2019-09-24 04:00:00
1544,24.0,2019-09-24 05:00:00
1545,27.0,2019-09-24 06:00:00
1546,164.0,2019-09-24 07:00:00
1547,97.0,2019-09-24 08:00:00
1548,84.0,2019-09-24 09:00:00
1549,57.0,2019-09-24 10:00:00
1550,40.0,2019-09-24 11:00:00
1551,62.0,2019-09-24 12:00:00
1552,57.0,2019-09-24 13:00:00
1553,47.0,2019-09-24 14:00:00
1554,28.0,2019-09-24 15:00:00
1555,27.0,2019-09-24 16:00:00
1556,29.0,2019-09-24 17:00:00
1557,22.0,2019-09-24 18:00:00
1558,31.0,2019-09-24 19:00:00
1559,25.0,2019-09-24 20:00:00
1560,29.0,2019-09-24 21:00:00
1561,33.0,2019-09-24 22:00:00
1562,25.0,2019-09-24 23:00:00
1563,25.0,2019-09-25 00:00:00
1564,29.0,2019-09-25 01:00:00
1565,23.0,2019-09-25 02:00:00
1566,24.0,2019-09-25 03:00:00
1567,24.0,2019-09-25 04:00:00
1568,31.0,2019-09-25 05:00:00
1569,24.0,2019-09-25 06:00:00
1570,117.0,2019-09-25 07:00:00
1571,78.0,2019-09-25 08:00:00
1572,64.0,2019-09-25 09:00:00
1573,36.0,2019-09-25 10:00:00
1574,39.0,2019-09-25 11:00:00
1575,35.0,2019-09-25 12:00:00
1576,36.0,2019-09-25 13:00:00
1577,28.0,2019-09-25 14:00:00
1578,24.0,2019-09-25 15:00:00
1579,25.0,2019-09-25 16:00:00
1580,24.0,2019-09-25 17:00:00
1581,31.0,2019-09-25 18:00:00
1582,35.0,2019-09-25 19:00:00
1583,33.0,2019-09-25 20:00:00
1584,27.0,2019-09-25 21:00:00
1585,29.0,2019-09-25 22:00:00
1586,34.0,2019-09-25 23:00:00
1587,36.0,2019-09-26 00:00:00
1588,47.0,2019-09-26 01:00:00
1589,40.0,2019-09-26 02:00:00
1590,69.0,2019-09-26 03:00:00
1591,47.0,2019-09-26 04:00:00
1592,53.0,2019-09-26 05:00:00
1593,33.0,2019-09-26 06:00:00
1594,40.0,2019-09-26 07:00:00
1595,50.0,2019-09-26 08:00:00
1596,39.0,2019-09-26 09:00:00
1771,,2019-09-26 10:00:00
1772,,2019-09-26 11:00:00
1773,,2019-09-26 12:00:00
1597,29.0,2019-09-26 13:00:00
1598,20.0,2019-09-26 14:00:00
1599,17.0,2019-09-26 15:00:00
1600,17.0,2019-09-26 16:00:00
1601,22.0,2019-09-26 17:00:00
1602,19.0,2019-09-26 18:00:00
1603,20.0,2019-09-26 19:00:00
1604,31.0,2019-09-26 20:00:00
1605,41.0,2019-09-26 21:00:00
1606,50.0,2019-09-26 22:00:00
1607,36.0,2019-09-26 23:00:00
1608,16.0,2019-09-27 00:00:00
1609,16.0,2019-09-27 01:00:00
1610,5.0,2019-09-27 02:00:00
1611,8.0,2019-09-27 03:00:00
1612,25.0,2019-09-27 04:00:00
1613,22.0,2019-09-27 05:00:00
1614,25.0,2019-09-27 06:00:00
1615,42.0,2019-09-27 07:00:00
1616,31.0,2019-09-27 08:00:00
1617,23.0,2019-09-27 09:00:00
1618,18.0,2019-09-27 10:00:00
1619,12.0,2019-09-27 11:00:00
1620,11.0,2019-09-27 12:00:00
1621,11.0,2019-09-27 13:00:00
1622,14.0,2019-09-27 14:00:00
1623,12.0,2019-09-27 15:00:00
1624,12.0,2019-09-27 16:00:00
1625,14.0,2019-09-27 17:00:00
1626,17.0,2019-09-27 18:00:00
1627,40.0,2019-09-27 19:00:00
1628,40.0,2019-09-27 20:00:00
1629,25.0,2019-09-27 21:00:00
1630,22.0,2019-09-27 22:00:00
1631,18.0,2019-09-27 23:00:00
1632,14.0,2019-09-28 00:00:00
1633,22.0,2019-09-28 01:00:00
1634,22.0,2019-09-28 02:00:00
1635,18.0,2019-09-28 03:00:00
1636,42.0,2019-09-28 04:00:00
1637,45.0,2019-09-28 05:00:00
1638,33.0,2019-09-28 06:00:00
1639,57.0,2019-09-28 07:00:00
1640,57.0,2019-09-28 08:00:00
1641,53.0,2019-09-28 09:00:00
1642,36.0,2019-09-28 10:00:00
1643,36.0,2019-09-28 11:00:00
1644,30.0,2019-09-28 12:00:00
1645,24.0,2019-09-28 13:00:00
1646,18.0,2019-09-28 14:00:00
1647,9.0,2019-09-28 15:00:00
1648,14.0,2019-09-28 16:00:00
1649,22.0,2019-09-28 17:00:00
1650,19.0,2019-09-28 18:00:00
1651,18.0,2019-09-28 19:00:00
1652,94.0,2019-09-28 20:00:00
1653,55.0,2019-09-28 21:00:00
1654,35.0,2019-09-28 22:00:00
1655,22.0,2019-09-28 23:00:00
1656,9.0,2019-09-29 00:00:00
1657,14.0,2019-09-29 01:00:00
1658,12.0,2019-09-29 02:00:00
1659,9.0,2019-09-29 03:00:00
1660,16.0,2019-09-29 04:00:00
1661,18.0,2019-09-29 05:00:00
1662,22.0,2019-09-29 06:00:00
1663,25.0,2019-09-29 07:00:00
1664,18.0,2019-09-29 08:00:00
1665,46.0,2019-09-29 09:00:00
1666,17.0,2019-09-29 10:00:00
1667,30.0,2019-09-29 11:00:00
1668,25.0,2019-09-29 12:00:00
1669,31.0,2019-09-29 13:00:00
1670,34.0,2019-09-29 14:00:00
1671,35.0,2019-09-29 15:00:00
1672,35.0,2019-09-29 16:00:00
1673,27.0,2019-09-29 17:00:00
1674,23.0,2019-09-29 18:00:00
1675,40.0,2019-09-29 19:00:00
1676,47.0,2019-09-29 20:00:00
1677,28.0,2019-09-29 21:00:00
1678,20.0,2019-09-29 22:00:00
1679,17.0,2019-09-29 23:00:00
1680,18.0,2019-09-30 00:00:00
1681,18.0,2019-09-30 01:00:00
1682,19.0,2019-09-30 02:00:00
1683,17.0,2019-09-30 03:00:00
1684,14.0,2019-09-30 04:00:00
1685,14.0,2019-09-30 05:00:00
1686,14.0,2019-09-30 06:00:00
1687,12.0,2019-09-30 07:00:00
1688,17.0,2019-09-30 08:00:00
1689,16.0,2019-09-30 09:00:00
1690,24.0,2019-09-30 10:00:00
1691,20.0,2019-09-30 11:00:00
1692,34.0,2019-09-30 12:00:00
1693,44.0,2019-09-30 13:00:00
1694,56.0,2019-09-30 14:00:00
1774,,2019-09-30 15:00:00
1775,,2019-09-30 16:00:00
1695,51.0,2019-09-30 17:00:00
1696,50.0,2019-09-30 18:00:00
1697,83.0,2019-09-30 19:00:00
1698,119.0,2019-09-30 20:00:00
1699,62.0,2019-09-30 21:00:00
1700,48.0,2019-09-30 22:00:00
1701,41.0,2019-09-30 23:00:00
