,rohini,local_time
724,5.0,2019-08-18 15:00:00
725,6.0,2019-08-18 16:00:00
726,8.0,2019-08-18 17:00:00
727,11.0,2019-08-18 18:00:00
728,150.0,2019-08-18 19:00:00
729,133.0,2019-08-18 20:00:00
730,51.0,2019-08-18 21:00:00
731,45.0,2019-08-18 22:00:00
732,41.0,2019-08-18 23:00:00
733,39.0,2019-08-19 00:00:00
734,59.0,2019-08-19 01:00:00
735,52.0,2019-08-19 02:00:00
736,48.0,2019-08-19 03:00:00
737,44.0,2019-08-19 04:00:00
738,44.0,2019-08-19 05:00:00
739,61.0,2019-08-19 06:00:00
740,67.0,2019-08-19 07:00:00
741,74.0,2019-08-19 08:00:00
742,89.0,2019-08-19 09:00:00
743,55.0,2019-08-19 10:00:00
744,25.0,2019-08-19 11:00:00
745,14.0,2019-08-19 12:00:00
746,18.0,2019-08-19 13:00:00
747,16.0,2019-08-19 14:00:00
748,12.0,2019-08-19 15:00:00
749,14.0,2019-08-19 16:00:00
750,9.0,2019-08-19 17:00:00
751,11.0,2019-08-19 18:00:00
752,34.0,2019-08-19 19:00:00
753,92.0,2019-08-19 20:00:00
754,114.0,2019-08-19 21:00:00
755,59.0,2019-08-19 22:00:00
756,57.0,2019-08-19 23:00:00
757,75.0,2019-08-20 00:00:00
758,64.0,2019-08-20 01:00:00
759,57.0,2019-08-20 02:00:00
760,58.0,2019-08-20 03:00:00
761,53.0,2019-08-20 04:00:00
762,52.0,2019-08-20 05:00:00
763,57.0,2019-08-20 06:00:00
764,84.0,2019-08-20 07:00:00
765,48.0,2019-08-20 08:00:00
766,59.0,2019-08-20 09:00:00
767,66.0,2019-08-20 10:00:00
768,33.0,2019-08-20 11:00:00
769,25.0,2019-08-20 12:00:00
770,18.0,2019-08-20 13:00:00
771,14.0,2019-08-20 14:00:00
772,13.0,2019-08-20 15:00:00
773,13.0,2019-08-20 16:00:00
774,16.0,2019-08-20 17:00:00
775,20.0,2019-08-20 18:00:00
776,24.0,2019-08-20 19:00:00
777,31.0,2019-08-20 20:00:00
778,55.0,2019-08-20 21:00:00
779,68.0,2019-08-20 22:00:00
780,51.0,2019-08-20 23:00:00
781,55.0,2019-08-21 00:00:00
782,75.0,2019-08-21 01:00:00
783,46.0,2019-08-21 02:00:00
784,62.0,2019-08-21 03:00:00
785,63.0,2019-08-21 04:00:00
786,61.0,2019-08-21 05:00:00
787,68.0,2019-08-21 06:00:00
788,138.0,2019-08-21 07:00:00
789,78.0,2019-08-21 08:00:00
790,41.0,2019-08-21 09:00:00
791,25.0,2019-08-21 10:00:00
792,27.0,2019-08-21 11:00:00
793,35.0,2019-08-21 12:00:00
794,33.0,2019-08-21 13:00:00
795,36.0,2019-08-21 14:00:00
796,35.0,2019-08-21 15:00:00
797,24.0,2019-08-21 16:00:00
798,23.0,2019-08-21 17:00:00
799,27.0,2019-08-21 18:00:00
800,24.0,2019-08-21 19:00:00
801,47.0,2019-08-21 20:00:00
802,66.0,2019-08-21 21:00:00
803,86.0,2019-08-21 22:00:00
804,80.0,2019-08-21 23:00:00
805,45.0,2019-08-22 00:00:00
806,34.0,2019-08-22 01:00:00
807,40.0,2019-08-22 02:00:00
808,46.0,2019-08-22 03:00:00
809,59.0,2019-08-22 04:00:00
810,28.0,2019-08-22 05:00:00
811,46.0,2019-08-22 06:00:00
812,99.0,2019-08-22 07:00:00
813,53.0,2019-08-22 08:00:00
814,31.0,2019-08-22 09:00:00
815,35.0,2019-08-22 10:00:00
816,36.0,2019-08-22 11:00:00
817,29.0,2019-08-22 12:00:00
818,17.0,2019-08-22 13:00:00
819,24.0,2019-08-22 14:00:00
820,19.0,2019-08-22 15:00:00
821,29.0,2019-08-22 16:00:00
822,34.0,2019-08-22 17:00:00
823,52.0,2019-08-22 18:00:00
824,84.0,2019-08-22 19:00:00
825,77.0,2019-08-22 20:00:00
826,83.0,2019-08-22 21:00:00
827,91.0,2019-08-22 22:00:00
828,70.0,2019-08-22 23:00:00
829,64.0,2019-08-23 00:00:00
830,69.0,2019-08-23 01:00:00
831,75.0,2019-08-23 02:00:00
832,73.0,2019-08-23 03:00:00
833,70.0,2019-08-23 04:00:00
834,57.0,2019-08-23 05:00:00
835,57.0,2019-08-23 06:00:00
836,73.0,2019-08-23 07:00:00
837,81.0,2019-08-23 08:00:00
838,34.0,2019-08-23 09:00:00
839,36.0,2019-08-23 10:00:00
840,33.0,2019-08-23 11:00:00
841,35.0,2019-08-23 12:00:00
842,30.0,2019-08-23 13:00:00
843,34.0,2019-08-23 14:00:00
844,25.0,2019-08-23 15:00:00
845,24.0,2019-08-23 16:00:00
846,25.0,2019-08-23 17:00:00
847,25.0,2019-08-23 18:00:00
848,31.0,2019-08-23 19:00:00
849,48.0,2019-08-23 20:00:00
850,123.0,2019-08-23 21:00:00
851,118.0,2019-08-23 22:00:00
852,74.0,2019-08-23 23:00:00
853,88.0,2019-08-24 00:00:00
854,84.0,2019-08-24 01:00:00
855,69.0,2019-08-24 02:00:00
856,64.0,2019-08-24 03:00:00
857,68.0,2019-08-24 04:00:00
858,72.0,2019-08-24 05:00:00
859,73.0,2019-08-24 06:00:00
860,83.0,2019-08-24 07:00:00
861,97.0,2019-08-24 08:00:00
862,110.0,2019-08-24 09:00:00
863,83.0,2019-08-24 10:00:00
864,66.0,2019-08-24 11:00:00
865,50.0,2019-08-24 12:00:00
866,38.0,2019-08-24 13:00:00
867,51.0,2019-08-24 14:00:00
868,51.0,2019-08-24 15:00:00
869,34.0,2019-08-24 16:00:00
870,20.0,2019-08-24 17:00:00
871,59.0,2019-08-24 18:00:00
872,44.0,2019-08-24 19:00:00
873,56.0,2019-08-24 20:00:00
874,64.0,2019-08-24 21:00:00
875,70.0,2019-08-24 22:00:00
876,72.0,2019-08-24 23:00:00
877,48.0,2019-08-25 00:00:00
878,33.0,2019-08-25 01:00:00
879,33.0,2019-08-25 02:00:00
880,27.0,2019-08-25 03:00:00
881,39.0,2019-08-25 04:00:00
882,42.0,2019-08-25 05:00:00
883,38.0,2019-08-25 06:00:00
884,42.0,2019-08-25 07:00:00
885,39.0,2019-08-25 08:00:00
886,39.0,2019-08-25 09:00:00
887,34.0,2019-08-25 10:00:00
888,34.0,2019-08-25 11:00:00
889,25.0,2019-08-25 12:00:00
890,33.0,2019-08-25 13:00:00
891,34.0,2019-08-25 14:00:00
892,33.0,2019-08-25 15:00:00
893,36.0,2019-08-25 16:00:00
894,16.0,2019-08-25 17:00:00
895,14.0,2019-08-25 18:00:00
896,16.0,2019-08-25 19:00:00
897,94.0,2019-08-25 20:00:00
898,42.0,2019-08-25 21:00:00
899,40.0,2019-08-25 22:00:00
900,35.0,2019-08-25 23:00:00
901,44.0,2019-08-26 00:00:00
902,58.0,2019-08-26 01:00:00
903,23.0,2019-08-26 02:00:00
904,19.0,2019-08-26 03:00:00
905,20.0,2019-08-26 04:00:00
906,18.0,2019-08-26 05:00:00
907,20.0,2019-08-26 06:00:00
908,36.0,2019-08-26 07:00:00
1713,,2019-08-26 08:00:00
1714,,2019-08-26 09:00:00
1715,,2019-08-26 10:00:00
1716,,2019-08-26 11:00:00
1717,,2019-08-26 12:00:00
1718,,2019-08-26 13:00:00
1719,,2019-08-26 14:00:00
1720,,2019-08-26 15:00:00
1721,,2019-08-26 16:00:00
1722,,2019-08-26 17:00:00
1723,,2019-08-26 18:00:00
1724,,2019-08-26 19:00:00
1725,,2019-08-26 20:00:00
1726,,2019-08-26 21:00:00
1727,,2019-08-26 22:00:00
1728,,2019-08-26 23:00:00
1729,,2019-08-27 00:00:00
1730,,2019-08-27 01:00:00
1731,,2019-08-27 02:00:00
1732,,2019-08-27 03:00:00
1733,,2019-08-27 04:00:00
1734,,2019-08-27 05:00:00
1735,,2019-08-27 06:00:00
909,121.0,2019-08-27 07:00:00
910,185.0,2019-08-27 08:00:00
911,122.0,2019-08-27 09:00:00
912,56.0,2019-08-27 10:00:00
913,38.0,2019-08-27 11:00:00
914,45.0,2019-08-27 12:00:00
915,96.0,2019-08-27 13:00:00
916,41.0,2019-08-27 14:00:00
917,17.0,2019-08-27 15:00:00
918,20.0,2019-08-27 16:00:00
919,17.0,2019-08-27 17:00:00
920,11.0,2019-08-27 18:00:00
921,38.0,2019-08-27 19:00:00
922,48.0,2019-08-27 20:00:00
923,298.0,2019-08-27 21:00:00
924,99.0,2019-08-27 22:00:00
925,68.0,2019-08-27 23:00:00
926,83.0,2019-08-28 00:00:00
927,81.0,2019-08-28 01:00:00
928,81.0,2019-08-28 02:00:00
929,72.0,2019-08-28 03:00:00
930,79.0,2019-08-28 04:00:00
931,81.0,2019-08-28 05:00:00
932,94.0,2019-08-28 06:00:00
933,118.0,2019-08-28 07:00:00
934,152.0,2019-08-28 08:00:00
935,59.0,2019-08-28 09:00:00
936,25.0,2019-08-28 10:00:00
937,24.0,2019-08-28 11:00:00
938,30.0,2019-08-28 12:00:00
939,36.0,2019-08-28 13:00:00
940,42.0,2019-08-28 14:00:00
941,22.0,2019-08-28 15:00:00
942,17.0,2019-08-28 16:00:00
943,16.0,2019-08-28 17:00:00
944,22.0,2019-08-28 18:00:00
945,59.0,2019-08-28 19:00:00
946,30.0,2019-08-28 20:00:00
947,34.0,2019-08-28 21:00:00
948,160.0,2019-08-28 22:00:00
949,38.0,2019-08-28 23:00:00
950,48.0,2019-08-29 00:00:00
951,48.0,2019-08-29 01:00:00
952,51.0,2019-08-29 02:00:00
953,27.0,2019-08-29 03:00:00
954,34.0,2019-08-29 04:00:00
955,27.0,2019-08-29 05:00:00
956,28.0,2019-08-29 06:00:00
957,124.0,2019-08-29 07:00:00
958,45.0,2019-08-29 08:00:00
959,35.0,2019-08-29 09:00:00
960,19.0,2019-08-29 10:00:00
961,25.0,2019-08-29 11:00:00
962,19.0,2019-08-29 12:00:00
963,24.0,2019-08-29 13:00:00
964,29.0,2019-08-29 14:00:00
965,28.0,2019-08-29 15:00:00
966,33.0,2019-08-29 16:00:00
967,30.0,2019-08-29 17:00:00
968,23.0,2019-08-29 18:00:00
969,112.0,2019-08-29 19:00:00
970,25.0,2019-08-29 20:00:00
971,33.0,2019-08-29 21:00:00
972,27.0,2019-08-29 22:00:00
973,28.0,2019-08-29 23:00:00
974,18.0,2019-08-30 00:00:00
975,22.0,2019-08-30 01:00:00
976,22.0,2019-08-30 02:00:00
977,40.0,2019-08-30 03:00:00
978,56.0,2019-08-30 04:00:00
979,44.0,2019-08-30 05:00:00
980,68.0,2019-08-30 06:00:00
981,96.0,2019-08-30 07:00:00
982,218.0,2019-08-30 08:00:00
1736,,2019-08-30 09:00:00
1737,,2019-08-30 10:00:00
983,67.0,2019-08-30 11:00:00
984,64.0,2019-08-30 12:00:00
985,,2019-08-30 13:00:00
986,72.0,2019-08-30 14:00:00
987,52.0,2019-08-30 15:00:00
988,59.0,2019-08-30 16:00:00
989,63.0,2019-08-30 17:00:00
990,63.0,2019-08-30 18:00:00
991,62.0,2019-08-30 19:00:00
992,108.0,2019-08-30 20:00:00
993,106.0,2019-08-30 21:00:00
994,119.0,2019-08-30 22:00:00
995,94.0,2019-08-30 23:00:00
996,90.0,2019-08-31 00:00:00
997,80.0,2019-08-31 01:00:00
998,72.0,2019-08-31 02:00:00
999,74.0,2019-08-31 03:00:00
1000,84.0,2019-08-31 04:00:00
1001,80.0,2019-08-31 05:00:00
1002,81.0,2019-08-31 06:00:00
1003,95.0,2019-08-31 07:00:00
1004,55.0,2019-08-31 08:00:00
1005,48.0,2019-08-31 09:00:00
1006,46.0,2019-08-31 10:00:00
1007,39.0,2019-08-31 11:00:00
1008,44.0,2019-08-31 12:00:00
1009,44.0,2019-08-31 13:00:00
1010,42.0,2019-08-31 14:00:00
1011,36.0,2019-08-31 15:00:00
1012,51.0,2019-08-31 16:00:00
1013,57.0,2019-08-31 17:00:00
1014,74.0,2019-08-31 18:00:00
1015,122.0,2019-08-31 19:00:00
1016,103.0,2019-08-31 20:00:00
1017,90.0,2019-08-31 21:00:00
1018,130.0,2019-08-31 22:00:00
1019,143.0,2019-08-31 23:00:00
1020,150.0,2019-09-01 00:00:00
1021,197.0,2019-09-01 01:00:00
1022,86.0,2019-09-01 02:00:00
1023,45.0,2019-09-01 03:00:00
1024,38.0,2019-09-01 04:00:00
1025,39.0,2019-09-01 05:00:00
1026,36.0,2019-09-01 06:00:00
1027,30.0,2019-09-01 07:00:00
1028,22.0,2019-09-01 08:00:00
1029,20.0,2019-09-01 09:00:00
1030,18.0,2019-09-01 10:00:00
1031,28.0,2019-09-01 11:00:00
1032,20.0,2019-09-01 12:00:00
1033,19.0,2019-09-01 13:00:00
1034,14.0,2019-09-01 14:00:00
1035,16.0,2019-09-01 15:00:00
1036,27.0,2019-09-01 16:00:00
1037,13.0,2019-09-01 17:00:00
1038,17.0,2019-09-01 18:00:00
1039,27.0,2019-09-01 19:00:00
1040,343.0,2019-09-01 20:00:00
1041,40.0,2019-09-01 21:00:00
1042,33.0,2019-09-01 22:00:00
1043,28.0,2019-09-01 23:00:00
1044,25.0,2019-09-02 00:00:00
1045,42.0,2019-09-02 01:00:00
1046,24.0,2019-09-02 02:00:00
1047,30.0,2019-09-02 03:00:00
1048,68.0,2019-09-02 04:00:00
1049,29.0,2019-09-02 05:00:00
1050,22.0,2019-09-02 06:00:00
1051,40.0,2019-09-02 07:00:00
1052,95.0,2019-09-02 08:00:00
1053,50.0,2019-09-02 09:00:00
1054,50.0,2019-09-02 10:00:00
1055,46.0,2019-09-02 11:00:00
1056,53.0,2019-09-02 12:00:00
1057,57.0,2019-09-02 13:00:00
1058,50.0,2019-09-02 14:00:00
1059,33.0,2019-09-02 15:00:00
1060,28.0,2019-09-02 16:00:00
1061,34.0,2019-09-02 17:00:00
1062,36.0,2019-09-02 18:00:00
1063,41.0,2019-09-02 19:00:00
1064,92.0,2019-09-02 20:00:00
1065,91.0,2019-09-02 21:00:00
1066,75.0,2019-09-02 22:00:00
1067,85.0,2019-09-02 23:00:00
1068,70.0,2019-09-03 00:00:00
1069,74.0,2019-09-03 01:00:00
1070,74.0,2019-09-03 02:00:00
1071,64.0,2019-09-03 03:00:00
1072,72.0,2019-09-03 04:00:00
1073,70.0,2019-09-03 05:00:00
1074,77.0,2019-09-03 06:00:00
1075,99.0,2019-09-03 07:00:00
1076,160.0,2019-09-03 08:00:00
1077,91.0,2019-09-03 09:00:00
1078,56.0,2019-09-03 10:00:00
1079,57.0,2019-09-03 11:00:00
1080,66.0,2019-09-03 12:00:00
1081,64.0,2019-09-03 13:00:00
1082,63.0,2019-09-03 14:00:00
1083,66.0,2019-09-03 15:00:00
1084,66.0,2019-09-03 16:00:00
1085,66.0,2019-09-03 17:00:00
1086,77.0,2019-09-03 18:00:00
1087,155.0,2019-09-03 19:00:00
1088,215.0,2019-09-03 20:00:00
1089,122.0,2019-09-03 21:00:00
1090,102.0,2019-09-03 22:00:00
1091,84.0,2019-09-03 23:00:00
1092,83.0,2019-09-04 00:00:00
1093,88.0,2019-09-04 01:00:00
1094,80.0,2019-09-04 02:00:00
1095,77.0,2019-09-04 03:00:00
1096,96.0,2019-09-04 04:00:00
1097,99.0,2019-09-04 05:00:00
1098,111.0,2019-09-04 06:00:00
1099,125.0,2019-09-04 07:00:00
1100,88.0,2019-09-04 08:00:00
1101,80.0,2019-09-04 09:00:00
1102,89.0,2019-09-04 10:00:00
1103,97.0,2019-09-04 11:00:00
1104,101.0,2019-09-04 12:00:00
1105,81.0,2019-09-04 13:00:00
1106,69.0,2019-09-04 14:00:00
1107,64.0,2019-09-04 15:00:00
1108,52.0,2019-09-04 16:00:00
1109,42.0,2019-09-04 17:00:00
1110,48.0,2019-09-04 18:00:00
1111,75.0,2019-09-04 19:00:00
1112,134.0,2019-09-04 20:00:00
1113,70.0,2019-09-04 21:00:00
1114,53.0,2019-09-04 22:00:00
1115,42.0,2019-09-04 23:00:00
1116,33.0,2019-09-05 00:00:00
1117,31.0,2019-09-05 01:00:00
1118,30.0,2019-09-05 02:00:00
1119,34.0,2019-09-05 03:00:00
1120,33.0,2019-09-05 04:00:00
1121,28.0,2019-09-05 05:00:00
1122,27.0,2019-09-05 06:00:00
1123,119.0,2019-09-05 07:00:00
1124,62.0,2019-09-05 08:00:00
1125,45.0,2019-09-05 09:00:00
1126,28.0,2019-09-05 10:00:00
1127,57.0,2019-09-05 11:00:00
1128,46.0,2019-09-05 12:00:00
1129,20.0,2019-09-05 13:00:00
1130,18.0,2019-09-05 14:00:00
1131,34.0,2019-09-05 15:00:00
1132,28.0,2019-09-05 16:00:00
1133,45.0,2019-09-05 17:00:00
1134,25.0,2019-09-05 18:00:00
1135,59.0,2019-09-05 19:00:00
1136,58.0,2019-09-05 20:00:00
1137,64.0,2019-09-05 21:00:00
1138,28.0,2019-09-05 22:00:00
1139,31.0,2019-09-05 23:00:00
1140,30.0,2019-09-06 00:00:00
1141,30.0,2019-09-06 01:00:00
1142,24.0,2019-09-06 02:00:00
1143,55.0,2019-09-06 03:00:00
1144,55.0,2019-09-06 04:00:00
1145,66.0,2019-09-06 05:00:00
1146,64.0,2019-09-06 06:00:00
1147,102.0,2019-09-06 07:00:00
1148,94.0,2019-09-06 08:00:00
1149,74.0,2019-09-06 09:00:00
1150,39.0,2019-09-06 10:00:00
1151,27.0,2019-09-06 11:00:00
1738,,2019-09-06 12:00:00
1739,,2019-09-06 13:00:00
1740,,2019-09-06 14:00:00
1741,,2019-09-06 15:00:00
1152,,2019-09-06 16:00:00
1153,41.0,2019-09-06 17:00:00
1154,29.0,2019-09-06 18:00:00
1155,22.0,2019-09-06 19:00:00
1742,,2019-09-06 20:00:00
1743,,2019-09-06 21:00:00
1744,,2019-09-06 22:00:00
1745,,2019-09-06 23:00:00
1746,,2019-09-07 00:00:00
1747,,2019-09-07 01:00:00
1748,,2019-09-07 02:00:00
1749,,2019-09-07 03:00:00
1750,,2019-09-07 04:00:00
1751,,2019-09-07 05:00:00
1156,63.0,2019-09-07 06:00:00
1157,129.0,2019-09-07 07:00:00
1158,90.0,2019-09-07 08:00:00
1159,63.0,2019-09-07 09:00:00
1160,47.0,2019-09-07 10:00:00
1161,40.0,2019-09-07 11:00:00
1162,36.0,2019-09-07 12:00:00
1163,39.0,2019-09-07 13:00:00
1164,40.0,2019-09-07 14:00:00
1165,31.0,2019-09-07 15:00:00
1166,40.0,2019-09-07 16:00:00
1167,33.0,2019-09-07 17:00:00
1168,45.0,2019-09-07 18:00:00
1169,59.0,2019-09-07 19:00:00
1170,45.0,2019-09-07 20:00:00
1171,41.0,2019-09-07 21:00:00
1172,29.0,2019-09-07 22:00:00
1173,35.0,2019-09-07 23:00:00
1174,51.0,2019-09-08 00:00:00
1175,22.0,2019-09-08 01:00:00
1176,20.0,2019-09-08 02:00:00
1177,24.0,2019-09-08 03:00:00
1178,46.0,2019-09-08 04:00:00
1179,52.0,2019-09-08 05:00:00
1180,42.0,2019-09-08 06:00:00
1181,51.0,2019-09-08 07:00:00
1182,90.0,2019-09-08 08:00:00
1183,94.0,2019-09-08 09:00:00
1184,47.0,2019-09-08 10:00:00
1185,36.0,2019-09-08 11:00:00
1186,29.0,2019-09-08 12:00:00
1187,27.0,2019-09-08 13:00:00
1188,34.0,2019-09-08 14:00:00
1189,29.0,2019-09-08 15:00:00
1190,28.0,2019-09-08 16:00:00
1191,25.0,2019-09-08 17:00:00
1192,31.0,2019-09-08 18:00:00
1193,27.0,2019-09-08 19:00:00
1194,48.0,2019-09-08 20:00:00
1195,127.0,2019-09-08 21:00:00
1196,62.0,2019-09-08 22:00:00
1197,77.0,2019-09-08 23:00:00
1198,64.0,2019-09-09 00:00:00
1199,56.0,2019-09-09 01:00:00
1200,61.0,2019-09-09 02:00:00
1201,53.0,2019-09-09 03:00:00
1202,70.0,2019-09-09 04:00:00
1203,78.0,2019-09-09 05:00:00
1204,79.0,2019-09-09 06:00:00
1205,90.0,2019-09-09 07:00:00
1206,146.0,2019-09-09 08:00:00
1207,88.0,2019-09-09 09:00:00
1208,52.0,2019-09-09 10:00:00
1209,61.0,2019-09-09 11:00:00
1210,47.0,2019-09-09 12:00:00
1211,50.0,2019-09-09 13:00:00
1212,50.0,2019-09-09 14:00:00
1213,40.0,2019-09-09 15:00:00
1214,45.0,2019-09-09 16:00:00
1215,42.0,2019-09-09 17:00:00
1216,39.0,2019-09-09 18:00:00
1217,41.0,2019-09-09 19:00:00
1218,66.0,2019-09-09 20:00:00
1219,64.0,2019-09-09 21:00:00
1220,83.0,2019-09-09 22:00:00
1221,58.0,2019-09-09 23:00:00
1222,66.0,2019-09-10 00:00:00
1223,88.0,2019-09-10 01:00:00
1224,88.0,2019-09-10 02:00:00
1225,64.0,2019-09-10 03:00:00
1226,80.0,2019-09-10 04:00:00
1227,63.0,2019-09-10 05:00:00
1228,85.0,2019-09-10 06:00:00
1229,101.0,2019-09-10 07:00:00
1230,153.0,2019-09-10 08:00:00
1231,77.0,2019-09-10 09:00:00
1232,55.0,2019-09-10 10:00:00
1233,44.0,2019-09-10 11:00:00
1234,44.0,2019-09-10 12:00:00
1235,41.0,2019-09-10 13:00:00
1236,50.0,2019-09-10 14:00:00
1237,51.0,2019-09-10 15:00:00
1238,51.0,2019-09-10 16:00:00
1239,48.0,2019-09-10 17:00:00
1240,61.0,2019-09-10 18:00:00
1241,91.0,2019-09-10 19:00:00
1242,85.0,2019-09-10 20:00:00
1243,88.0,2019-09-10 21:00:00
1244,99.0,2019-09-10 22:00:00
1245,91.0,2019-09-10 23:00:00
1246,77.0,2019-09-11 00:00:00
1247,83.0,2019-09-11 01:00:00
1248,85.0,2019-09-11 02:00:00
1249,94.0,2019-09-11 03:00:00
1250,86.0,2019-09-11 04:00:00
1251,80.0,2019-09-11 05:00:00
1252,83.0,2019-09-11 06:00:00
1253,88.0,2019-09-11 07:00:00
1254,84.0,2019-09-11 08:00:00
1255,63.0,2019-09-11 09:00:00
1256,69.0,2019-09-11 10:00:00
1257,61.0,2019-09-11 11:00:00
1258,64.0,2019-09-11 12:00:00
1259,63.0,2019-09-11 13:00:00
1260,59.0,2019-09-11 14:00:00
1261,68.0,2019-09-11 15:00:00
1262,73.0,2019-09-11 16:00:00
1263,74.0,2019-09-11 17:00:00
1264,79.0,2019-09-11 18:00:00
1752,,2019-09-11 19:00:00
1753,,2019-09-11 20:00:00
1754,,2019-09-11 21:00:00
1755,,2019-09-11 22:00:00
1756,,2019-09-11 23:00:00
1265,116.0,2019-09-12 00:00:00
1266,92.0,2019-09-12 01:00:00
1267,59.0,2019-09-12 02:00:00
1268,64.0,2019-09-12 03:00:00
1269,69.0,2019-09-12 04:00:00
1270,67.0,2019-09-12 05:00:00
1271,58.0,2019-09-12 06:00:00
1272,53.0,2019-09-12 07:00:00
1273,63.0,2019-09-12 08:00:00
1274,59.0,2019-09-12 09:00:00
1275,50.0,2019-09-12 10:00:00
1757,,2019-09-12 11:00:00
1276,58.0,2019-09-12 12:00:00
1277,63.0,2019-09-12 13:00:00
1278,62.0,2019-09-12 14:00:00
1279,58.0,2019-09-12 15:00:00
1280,46.0,2019-09-12 16:00:00
1281,45.0,2019-09-12 17:00:00
1282,40.0,2019-09-12 18:00:00
1283,70.0,2019-09-12 19:00:00
1284,59.0,2019-09-12 20:00:00
1285,46.0,2019-09-12 21:00:00
1286,46.0,2019-09-12 22:00:00
1287,45.0,2019-09-12 23:00:00
1288,40.0,2019-09-13 00:00:00
1289,,2019-09-13 01:00:00
1290,,2019-09-13 02:00:00
1291,,2019-09-13 03:00:00
1292,,2019-09-13 04:00:00
1293,30.0,2019-09-13 05:00:00
1294,45.0,2019-09-13 06:00:00
1295,105.0,2019-09-13 07:00:00
1296,72.0,2019-09-13 08:00:00
1297,,2019-09-13 09:00:00
1298,,2019-09-13 10:00:00
1299,27.0,2019-09-13 11:00:00
1300,33.0,2019-09-13 12:00:00
1301,28.0,2019-09-13 13:00:00
1302,24.0,2019-09-13 14:00:00
1303,28.0,2019-09-13 15:00:00
1304,30.0,2019-09-13 16:00:00
1305,30.0,2019-09-13 17:00:00
1306,27.0,2019-09-13 18:00:00
1307,24.0,2019-09-13 19:00:00
1308,25.0,2019-09-13 20:00:00
1309,33.0,2019-09-13 21:00:00
1310,31.0,2019-09-13 22:00:00
1311,19.0,2019-09-13 23:00:00
1312,19.0,2019-09-14 00:00:00
1313,17.0,2019-09-14 01:00:00
1314,16.0,2019-09-14 02:00:00
1315,19.0,2019-09-14 03:00:00
1316,23.0,2019-09-14 04:00:00
1317,17.0,2019-09-14 05:00:00
1318,28.0,2019-09-14 06:00:00
1319,39.0,2019-09-14 07:00:00
1320,33.0,2019-09-14 08:00:00
1321,44.0,2019-09-14 09:00:00
1322,40.0,2019-09-14 10:00:00
1323,52.0,2019-09-14 11:00:00
1324,57.0,2019-09-14 12:00:00
1325,38.0,2019-09-14 13:00:00
1326,28.0,2019-09-14 14:00:00
1327,24.0,2019-09-14 15:00:00
1328,23.0,2019-09-14 16:00:00
1329,22.0,2019-09-14 17:00:00
1330,23.0,2019-09-14 18:00:00
1331,23.0,2019-09-14 19:00:00
1332,41.0,2019-09-14 20:00:00
1333,53.0,2019-09-14 21:00:00
1334,40.0,2019-09-14 22:00:00
1335,38.0,2019-09-14 23:00:00
1336,39.0,2019-09-15 00:00:00
1337,30.0,2019-09-15 01:00:00
1338,29.0,2019-09-15 02:00:00
1339,34.0,2019-09-15 03:00:00
1340,18.0,2019-09-15 04:00:00
1341,29.0,2019-09-15 05:00:00
1342,34.0,2019-09-15 06:00:00
1343,36.0,2019-09-15 07:00:00
1344,72.0,2019-09-15 08:00:00
1345,55.0,2019-09-15 09:00:00
1346,52.0,2019-09-15 10:00:00
1347,29.0,2019-09-15 11:00:00
1348,36.0,2019-09-15 12:00:00
1349,34.0,2019-09-15 13:00:00
1350,51.0,2019-09-15 14:00:00
1351,38.0,2019-09-15 15:00:00
1352,30.0,2019-09-15 16:00:00
1353,29.0,2019-09-15 17:00:00
1354,31.0,2019-09-15 18:00:00
1355,29.0,2019-09-15 19:00:00
1356,42.0,2019-09-15 20:00:00
1357,42.0,2019-09-15 21:00:00
1358,48.0,2019-09-15 22:00:00
1359,51.0,2019-09-15 23:00:00
1360,42.0,2019-09-16 00:00:00
1361,44.0,2019-09-16 01:00:00
1362,44.0,2019-09-16 02:00:00
1363,62.0,2019-09-16 03:00:00
1364,81.0,2019-09-16 04:00:00
1365,77.0,2019-09-16 05:00:00
1366,83.0,2019-09-16 06:00:00
1367,244.0,2019-09-16 07:00:00
1368,205.0,2019-09-16 08:00:00
1369,80.0,2019-09-16 09:00:00
1370,63.0,2019-09-16 10:00:00
1371,53.0,2019-09-16 11:00:00
1372,50.0,2019-09-16 12:00:00
1758,,2019-09-16 13:00:00
1373,53.0,2019-09-16 14:00:00
1374,45.0,2019-09-16 15:00:00
1375,46.0,2019-09-16 16:00:00
1376,51.0,2019-09-16 17:00:00
1377,62.0,2019-09-16 18:00:00
1378,70.0,2019-09-16 19:00:00
1379,88.0,2019-09-16 20:00:00
1380,129.0,2019-09-16 21:00:00
1381,90.0,2019-09-16 22:00:00
1382,79.0,2019-09-16 23:00:00
1383,80.0,2019-09-17 00:00:00
1384,88.0,2019-09-17 01:00:00
1385,103.0,2019-09-17 02:00:00
1386,92.0,2019-09-17 03:00:00
1387,74.0,2019-09-17 04:00:00
1388,67.0,2019-09-17 05:00:00
1389,62.0,2019-09-17 06:00:00
1390,75.0,2019-09-17 07:00:00
1391,64.0,2019-09-17 08:00:00
1392,44.0,2019-09-17 09:00:00
1393,36.0,2019-09-17 10:00:00
1394,33.0,2019-09-17 11:00:00
1395,40.0,2019-09-17 12:00:00
1396,46.0,2019-09-17 13:00:00
1397,47.0,2019-09-17 14:00:00
1398,50.0,2019-09-17 15:00:00
