,pm25,local_time
238,22.0,2019-08-11 23:00:00
239,9.0,2019-08-12 00:00:00
240,17.0,2019-08-12 01:00:00
241,12.0,2019-08-12 02:00:00
242,14.0,2019-08-12 03:00:00
243,12.0,2019-08-12 04:00:00
244,8.0,2019-08-12 05:00:00
245,6.0,2019-08-12 06:00:00
246,7.0,2019-08-12 07:00:00
247,13.0,2019-08-12 08:00:00
248,17.0,2019-08-12 09:00:00
249,20.0,2019-08-12 10:00:00
250,8.0,2019-08-12 11:00:00
251,29.0,2019-08-12 12:00:00
252,18.0,2019-08-12 13:00:00
253,18.0,2019-08-12 14:00:00
254,8.0,2019-08-12 15:00:00
1895,,2019-08-12 16:00:00
1896,,2019-08-12 17:00:00
1897,,2019-08-12 18:00:00
255,29.0,2019-08-12 19:00:00
256,29.0,2019-08-12 20:00:00
257,44.0,2019-08-12 21:00:00
258,14.0,2019-08-12 22:00:00
259,9.0,2019-08-12 23:00:00
260,13.0,2019-08-13 00:00:00
261,7.0,2019-08-13 01:00:00
262,6.0,2019-08-13 02:00:00
263,22.0,2019-08-13 03:00:00
264,70.0,2019-08-13 04:00:00
265,35.0,2019-08-13 05:00:00
266,18.0,2019-08-13 06:00:00
267,18.0,2019-08-13 07:00:00
268,23.0,2019-08-13 08:00:00
269,24.0,2019-08-13 09:00:00
270,20.0,2019-08-13 10:00:00
271,16.0,2019-08-13 11:00:00
272,16.0,2019-08-13 12:00:00
273,14.0,2019-08-13 13:00:00
274,16.0,2019-08-13 14:00:00
275,7.0,2019-08-13 15:00:00
276,8.0,2019-08-13 16:00:00
277,14.0,2019-08-13 17:00:00
278,23.0,2019-08-13 18:00:00
279,30.0,2019-08-13 19:00:00
280,25.0,2019-08-13 20:00:00
281,29.0,2019-08-13 21:00:00
282,24.0,2019-08-13 22:00:00
283,13.0,2019-08-13 23:00:00
284,27.0,2019-08-14 00:00:00
285,19.0,2019-08-14 01:00:00
286,16.0,2019-08-14 02:00:00
287,9.0,2019-08-14 03:00:00
288,5.0,2019-08-14 04:00:00
289,9.0,2019-08-14 05:00:00
290,18.0,2019-08-14 06:00:00
291,12.0,2019-08-14 07:00:00
292,83.0,2019-08-14 08:00:00
293,40.0,2019-08-14 09:00:00
294,12.0,2019-08-14 10:00:00
295,39.0,2019-08-14 11:00:00
296,57.0,2019-08-14 12:00:00
297,59.0,2019-08-14 13:00:00
298,41.0,2019-08-14 14:00:00
299,13.0,2019-08-14 15:00:00
300,12.0,2019-08-14 16:00:00
301,31.0,2019-08-14 17:00:00
302,28.0,2019-08-14 18:00:00
303,45.0,2019-08-14 19:00:00
304,46.0,2019-08-14 20:00:00
305,66.0,2019-08-14 21:00:00
306,56.0,2019-08-14 22:00:00
307,63.0,2019-08-14 23:00:00
308,52.0,2019-08-15 00:00:00
309,50.0,2019-08-15 01:00:00
310,59.0,2019-08-15 02:00:00
311,66.0,2019-08-15 03:00:00
312,66.0,2019-08-15 04:00:00
313,52.0,2019-08-15 05:00:00
314,23.0,2019-08-15 06:00:00
315,8.0,2019-08-15 07:00:00
316,95.0,2019-08-15 08:00:00
317,34.0,2019-08-15 09:00:00
318,24.0,2019-08-15 10:00:00
319,11.0,2019-08-15 11:00:00
320,13.0,2019-08-15 12:00:00
321,24.0,2019-08-15 13:00:00
322,19.0,2019-08-15 14:00:00
323,17.0,2019-08-15 15:00:00
324,16.0,2019-08-15 16:00:00
325,8.0,2019-08-15 17:00:00
326,17.0,2019-08-15 18:00:00
327,24.0,2019-08-15 19:00:00
328,35.0,2019-08-15 20:00:00
329,20.0,2019-08-15 21:00:00
330,14.0,2019-08-15 22:00:00
331,13.0,2019-08-15 23:00:00
332,18.0,2019-08-16 00:00:00
333,11.0,2019-08-16 01:00:00
334,18.0,2019-08-16 02:00:00
335,16.0,2019-08-16 03:00:00
336,9.0,2019-08-16 04:00:00
337,11.0,2019-08-16 05:00:00
338,23.0,2019-08-16 06:00:00
339,17.0,2019-08-16 07:00:00
340,34.0,2019-08-16 08:00:00
341,27.0,2019-08-16 09:00:00
342,18.0,2019-08-16 10:00:00
343,13.0,2019-08-16 11:00:00
344,12.0,2019-08-16 12:00:00
345,9.0,2019-08-16 13:00:00
346,12.0,2019-08-16 14:00:00
347,19.0,2019-08-16 15:00:00
348,9.0,2019-08-16 16:00:00
349,7.0,2019-08-16 17:00:00
350,20.0,2019-08-16 18:00:00
351,16.0,2019-08-16 19:00:00
352,9.0,2019-08-16 20:00:00
353,22.0,2019-08-16 21:00:00
354,13.0,2019-08-16 22:00:00
355,14.0,2019-08-16 23:00:00
356,20.0,2019-08-17 00:00:00
357,19.0,2019-08-17 01:00:00
358,14.0,2019-08-17 02:00:00
359,2.0,2019-08-17 03:00:00
360,9.0,2019-08-17 04:00:00
361,9.0,2019-08-17 05:00:00
362,5.0,2019-08-17 06:00:00
363,8.0,2019-08-17 07:00:00
364,14.0,2019-08-17 08:00:00
365,7.0,2019-08-17 09:00:00
366,3.0,2019-08-17 10:00:00
367,2.0,2019-08-17 11:00:00
368,3.0,2019-08-17 12:00:00
369,7.0,2019-08-17 13:00:00
370,13.0,2019-08-17 14:00:00
371,9.0,2019-08-17 15:00:00
372,5.0,2019-08-17 16:00:00
373,1.0,2019-08-17 17:00:00
374,0.0,2019-08-17 18:00:00
375,1.0,2019-08-17 19:00:00
376,9.0,2019-08-17 20:00:00
377,9.0,2019-08-17 21:00:00
378,9.0,2019-08-17 22:00:00
379,16.0,2019-08-17 23:00:00
380,7.0,2019-08-18 00:00:00
381,6.0,2019-08-18 01:00:00
382,2.0,2019-08-18 02:00:00
383,5.0,2019-08-18 03:00:00
384,8.0,2019-08-18 04:00:00
385,9.0,2019-08-18 05:00:00
386,5.0,2019-08-18 06:00:00
387,3.0,2019-08-18 07:00:00
388,3.0,2019-08-18 08:00:00
389,2.0,2019-08-18 09:00:00
390,8.0,2019-08-18 10:00:00
391,6.0,2019-08-18 11:00:00
392,3.0,2019-08-18 12:00:00
393,5.0,2019-08-18 13:00:00
394,3.0,2019-08-18 14:00:00
395,5.0,2019-08-18 15:00:00
396,6.0,2019-08-18 16:00:00
397,8.0,2019-08-18 17:00:00
398,11.0,2019-08-18 18:00:00
399,150.0,2019-08-18 19:00:00
400,133.0,2019-08-18 20:00:00
401,51.0,2019-08-18 21:00:00
402,45.0,2019-08-18 22:00:00
403,41.0,2019-08-18 23:00:00
404,39.0,2019-08-19 00:00:00
405,59.0,2019-08-19 01:00:00
406,52.0,2019-08-19 02:00:00
407,48.0,2019-08-19 03:00:00
408,44.0,2019-08-19 04:00:00
409,44.0,2019-08-19 05:00:00
410,61.0,2019-08-19 06:00:00
411,67.0,2019-08-19 07:00:00
412,74.0,2019-08-19 08:00:00
413,89.0,2019-08-19 09:00:00
414,55.0,2019-08-19 10:00:00
415,25.0,2019-08-19 11:00:00
416,14.0,2019-08-19 12:00:00
417,18.0,2019-08-19 13:00:00
418,16.0,2019-08-19 14:00:00
419,12.0,2019-08-19 15:00:00
420,14.0,2019-08-19 16:00:00
421,9.0,2019-08-19 17:00:00
422,11.0,2019-08-19 18:00:00
423,34.0,2019-08-19 19:00:00
424,92.0,2019-08-19 20:00:00
425,114.0,2019-08-19 21:00:00
426,59.0,2019-08-19 22:00:00
427,57.0,2019-08-19 23:00:00
428,75.0,2019-08-20 00:00:00
429,64.0,2019-08-20 01:00:00
430,57.0,2019-08-20 02:00:00
431,58.0,2019-08-20 03:00:00
432,53.0,2019-08-20 04:00:00
433,52.0,2019-08-20 05:00:00
434,57.0,2019-08-20 06:00:00
435,84.0,2019-08-20 07:00:00
436,48.0,2019-08-20 08:00:00
437,59.0,2019-08-20 09:00:00
438,66.0,2019-08-20 10:00:00
439,33.0,2019-08-20 11:00:00
440,25.0,2019-08-20 12:00:00
441,18.0,2019-08-20 13:00:00
442,14.0,2019-08-20 14:00:00
443,13.0,2019-08-20 15:00:00
444,13.0,2019-08-20 16:00:00
445,16.0,2019-08-20 17:00:00
446,20.0,2019-08-20 18:00:00
447,24.0,2019-08-20 19:00:00
448,31.0,2019-08-20 20:00:00
449,55.0,2019-08-20 21:00:00
450,68.0,2019-08-20 22:00:00
451,51.0,2019-08-20 23:00:00
452,55.0,2019-08-21 00:00:00
453,75.0,2019-08-21 01:00:00
454,46.0,2019-08-21 02:00:00
455,62.0,2019-08-21 03:00:00
456,63.0,2019-08-21 04:00:00
457,61.0,2019-08-21 05:00:00
458,68.0,2019-08-21 06:00:00
459,138.0,2019-08-21 07:00:00
460,78.0,2019-08-21 08:00:00
461,41.0,2019-08-21 09:00:00
462,25.0,2019-08-21 10:00:00
463,27.0,2019-08-21 11:00:00
464,35.0,2019-08-21 12:00:00
465,33.0,2019-08-21 13:00:00
466,36.0,2019-08-21 14:00:00
467,35.0,2019-08-21 15:00:00
468,24.0,2019-08-21 16:00:00
469,23.0,2019-08-21 17:00:00
470,27.0,2019-08-21 18:00:00
471,24.0,2019-08-21 19:00:00
472,47.0,2019-08-21 20:00:00
473,66.0,2019-08-21 21:00:00
474,86.0,2019-08-21 22:00:00
475,80.0,2019-08-21 23:00:00
476,45.0,2019-08-22 00:00:00
477,34.0,2019-08-22 01:00:00
478,40.0,2019-08-22 02:00:00
479,46.0,2019-08-22 03:00:00
480,59.0,2019-08-22 04:00:00
481,28.0,2019-08-22 05:00:00
482,46.0,2019-08-22 06:00:00
483,99.0,2019-08-22 07:00:00
484,53.0,2019-08-22 08:00:00
485,31.0,2019-08-22 09:00:00
486,35.0,2019-08-22 10:00:00
487,36.0,2019-08-22 11:00:00
488,29.0,2019-08-22 12:00:00
489,17.0,2019-08-22 13:00:00
490,24.0,2019-08-22 14:00:00
491,19.0,2019-08-22 15:00:00
492,29.0,2019-08-22 16:00:00
493,34.0,2019-08-22 17:00:00
494,52.0,2019-08-22 18:00:00
495,84.0,2019-08-22 19:00:00
496,77.0,2019-08-22 20:00:00
497,83.0,2019-08-22 21:00:00
498,91.0,2019-08-22 22:00:00
499,70.0,2019-08-22 23:00:00
500,64.0,2019-08-23 00:00:00
501,69.0,2019-08-23 01:00:00
502,75.0,2019-08-23 02:00:00
503,73.0,2019-08-23 03:00:00
504,70.0,2019-08-23 04:00:00
505,57.0,2019-08-23 05:00:00
506,57.0,2019-08-23 06:00:00
507,73.0,2019-08-23 07:00:00
508,81.0,2019-08-23 08:00:00
509,34.0,2019-08-23 09:00:00
510,36.0,2019-08-23 10:00:00
511,33.0,2019-08-23 11:00:00
512,35.0,2019-08-23 12:00:00
513,30.0,2019-08-23 13:00:00
514,34.0,2019-08-23 14:00:00
515,25.0,2019-08-23 15:00:00
516,24.0,2019-08-23 16:00:00
517,25.0,2019-08-23 17:00:00
518,25.0,2019-08-23 18:00:00
519,31.0,2019-08-23 19:00:00
520,48.0,2019-08-23 20:00:00
521,123.0,2019-08-23 21:00:00
522,118.0,2019-08-23 22:00:00
523,74.0,2019-08-23 23:00:00
524,88.0,2019-08-24 00:00:00
525,84.0,2019-08-24 01:00:00
526,69.0,2019-08-24 02:00:00
527,64.0,2019-08-24 03:00:00
528,68.0,2019-08-24 04:00:00
529,72.0,2019-08-24 05:00:00
530,73.0,2019-08-24 06:00:00
531,83.0,2019-08-24 07:00:00
532,97.0,2019-08-24 08:00:00
533,110.0,2019-08-24 09:00:00
534,83.0,2019-08-24 10:00:00
535,66.0,2019-08-24 11:00:00
536,50.0,2019-08-24 12:00:00
537,38.0,2019-08-24 13:00:00
538,51.0,2019-08-24 14:00:00
539,51.0,2019-08-24 15:00:00
540,34.0,2019-08-24 16:00:00
541,20.0,2019-08-24 17:00:00
542,59.0,2019-08-24 18:00:00
543,44.0,2019-08-24 19:00:00
544,56.0,2019-08-24 20:00:00
545,64.0,2019-08-24 21:00:00
546,70.0,2019-08-24 22:00:00
547,72.0,2019-08-24 23:00:00
548,48.0,2019-08-25 00:00:00
549,33.0,2019-08-25 01:00:00
550,33.0,2019-08-25 02:00:00
551,27.0,2019-08-25 03:00:00
552,39.0,2019-08-25 04:00:00
553,42.0,2019-08-25 05:00:00
554,38.0,2019-08-25 06:00:00
555,42.0,2019-08-25 07:00:00
556,39.0,2019-08-25 08:00:00
557,39.0,2019-08-25 09:00:00
558,34.0,2019-08-25 10:00:00
559,34.0,2019-08-25 11:00:00
560,25.0,2019-08-25 12:00:00
561,33.0,2019-08-25 13:00:00
562,34.0,2019-08-25 14:00:00
563,33.0,2019-08-25 15:00:00
564,36.0,2019-08-25 16:00:00
565,16.0,2019-08-25 17:00:00
566,14.0,2019-08-25 18:00:00
567,16.0,2019-08-25 19:00:00
568,94.0,2019-08-25 20:00:00
569,42.0,2019-08-25 21:00:00
570,40.0,2019-08-25 22:00:00
571,35.0,2019-08-25 23:00:00
572,44.0,2019-08-26 00:00:00
573,58.0,2019-08-26 01:00:00
574,23.0,2019-08-26 02:00:00
575,19.0,2019-08-26 03:00:00
576,20.0,2019-08-26 04:00:00
577,18.0,2019-08-26 05:00:00
578,20.0,2019-08-26 06:00:00
579,36.0,2019-08-26 07:00:00
1898,,2019-08-26 08:00:00
1899,,2019-08-26 09:00:00
1900,,2019-08-26 10:00:00
1901,,2019-08-26 11:00:00
1902,,2019-08-26 12:00:00
1903,,2019-08-26 13:00:00
1904,,2019-08-26 14:00:00
1905,,2019-08-26 15:00:00
1906,,2019-08-26 16:00:00
1907,,2019-08-26 17:00:00
1908,,2019-08-26 18:00:00
1909,,2019-08-26 19:00:00
1910,,2019-08-26 20:00:00
1911,,2019-08-26 21:00:00
1912,,2019-08-26 22:00:00
1913,,2019-08-26 23:00:00
1914,,2019-08-27 00:00:00
1915,,2019-08-27 01:00:00
1916,,2019-08-27 02:00:00
1917,,2019-08-27 03:00:00
1918,,2019-08-27 04:00:00
1919,,2019-08-27 05:00:00
1920,,2019-08-27 06:00:00
580,121.0,2019-08-27 07:00:00
581,185.0,2019-08-27 08:00:00
582,122.0,2019-08-27 09:00:00
583,56.0,2019-08-27 10:00:00
584,38.0,2019-08-27 11:00:00
585,45.0,2019-08-27 12:00:00
586,96.0,2019-08-27 13:00:00
587,41.0,2019-08-27 14:00:00
588,17.0,2019-08-27 15:00:00
589,20.0,2019-08-27 16:00:00
590,17.0,2019-08-27 17:00:00
591,11.0,2019-08-27 18:00:00
592,38.0,2019-08-27 19:00:00
593,48.0,2019-08-27 20:00:00
594,298.0,2019-08-27 21:00:00
595,99.0,2019-08-27 22:00:00
596,68.0,2019-08-27 23:00:00
597,83.0,2019-08-28 00:00:00
598,81.0,2019-08-28 01:00:00
599,81.0,2019-08-28 02:00:00
600,72.0,2019-08-28 03:00:00
601,79.0,2019-08-28 04:00:00
602,81.0,2019-08-28 05:00:00
603,94.0,2019-08-28 06:00:00
604,118.0,2019-08-28 07:00:00
605,152.0,2019-08-28 08:00:00
606,59.0,2019-08-28 09:00:00
607,25.0,2019-08-28 10:00:00
608,24.0,2019-08-28 11:00:00
609,30.0,2019-08-28 12:00:00
610,36.0,2019-08-28 13:00:00
611,42.0,2019-08-28 14:00:00
612,22.0,2019-08-28 15:00:00
613,17.0,2019-08-28 16:00:00
614,16.0,2019-08-28 17:00:00
615,22.0,2019-08-28 18:00:00
616,59.0,2019-08-28 19:00:00
617,30.0,2019-08-28 20:00:00
618,34.0,2019-08-28 21:00:00
619,160.0,2019-08-28 22:00:00
620,38.0,2019-08-28 23:00:00
621,48.0,2019-08-29 00:00:00
622,48.0,2019-08-29 01:00:00
623,51.0,2019-08-29 02:00:00
624,27.0,2019-08-29 03:00:00
625,34.0,2019-08-29 04:00:00
626,27.0,2019-08-29 05:00:00
627,28.0,2019-08-29 06:00:00
628,124.0,2019-08-29 07:00:00
629,45.0,2019-08-29 08:00:00
630,35.0,2019-08-29 09:00:00
631,19.0,2019-08-29 10:00:00
632,25.0,2019-08-29 11:00:00
633,19.0,2019-08-29 12:00:00
634,24.0,2019-08-29 13:00:00
635,29.0,2019-08-29 14:00:00
636,28.0,2019-08-29 15:00:00
637,33.0,2019-08-29 16:00:00
638,30.0,2019-08-29 17:00:00
639,23.0,2019-08-29 18:00:00
640,112.0,2019-08-29 19:00:00
641,25.0,2019-08-29 20:00:00
642,33.0,2019-08-29 21:00:00
643,27.0,2019-08-29 22:00:00
644,28.0,2019-08-29 23:00:00
645,18.0,2019-08-30 00:00:00
646,22.0,2019-08-30 01:00:00
647,22.0,2019-08-30 02:00:00
648,40.0,2019-08-30 03:00:00
649,56.0,2019-08-30 04:00:00
650,44.0,2019-08-30 05:00:00
651,68.0,2019-08-30 06:00:00
652,96.0,2019-08-30 07:00:00
653,218.0,2019-08-30 08:00:00
1921,,2019-08-30 09:00:00
1922,,2019-08-30 10:00:00
654,67.0,2019-08-30 11:00:00
655,64.0,2019-08-30 12:00:00
656,,2019-08-30 13:00:00
657,72.0,2019-08-30 14:00:00
658,52.0,2019-08-30 15:00:00
659,59.0,2019-08-30 16:00:00
660,63.0,2019-08-30 17:00:00
661,63.0,2019-08-30 18:00:00
662,62.0,2019-08-30 19:00:00
663,108.0,2019-08-30 20:00:00
664,106.0,2019-08-30 21:00:00
665,119.0,2019-08-30 22:00:00
666,94.0,2019-08-30 23:00:00
667,90.0,2019-08-31 00:00:00
668,80.0,2019-08-31 01:00:00
669,72.0,2019-08-31 02:00:00
670,74.0,2019-08-31 03:00:00
671,84.0,2019-08-31 04:00:00
672,80.0,2019-08-31 05:00:00
673,81.0,2019-08-31 06:00:00
674,95.0,2019-08-31 07:00:00
675,55.0,2019-08-31 08:00:00
676,48.0,2019-08-31 09:00:00
677,46.0,2019-08-31 10:00:00
678,39.0,2019-08-31 11:00:00
679,44.0,2019-08-31 12:00:00
680,44.0,2019-08-31 13:00:00
681,42.0,2019-08-31 14:00:00
682,36.0,2019-08-31 15:00:00
683,51.0,2019-08-31 16:00:00
684,57.0,2019-08-31 17:00:00
685,74.0,2019-08-31 18:00:00
686,122.0,2019-08-31 19:00:00
687,103.0,2019-08-31 20:00:00
688,90.0,2019-08-31 21:00:00
689,130.0,2019-08-31 22:00:00
690,143.0,2019-08-31 23:00:00
691,150.0,2019-09-01 00:00:00
692,197.0,2019-09-01 01:00:00
693,86.0,2019-09-01 02:00:00
694,45.0,2019-09-01 03:00:00
695,38.0,2019-09-01 04:00:00
696,39.0,2019-09-01 05:00:00
697,36.0,2019-09-01 06:00:00
698,30.0,2019-09-01 07:00:00
699,22.0,2019-09-01 08:00:00
700,20.0,2019-09-01 09:00:00
701,18.0,2019-09-01 10:00:00
702,28.0,2019-09-01 11:00:00
703,20.0,2019-09-01 12:00:00
704,19.0,2019-09-01 13:00:00
